Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115143,11514,Floriculture products (except seeds),Produits de floriculture (sauf les graines),"This subclass comprises natural floriculture products, except seeds.","Cette sous-classe comprend les produits de floriculture naturels, sauf les graines."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151431,115143,Indoor potted plants,Plantes en pot d'intérieur,Indoor potted plants.,Plantes en pot d'intérieur.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151432,115143,Outdoor potted plants,Plantes en pot d'extérieur,Outdoor potted plants.,Plantes en pot d'extérieur.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151433,115143,Cuttings,Boutures,Cuttings.,Boutures.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151434,115143,Bedding plants,Plantes à repiquer,Bedding plants.,Plantes à repiquer.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151435,115143,Cut flowers,Fleurs coupées,Cut flowers.,Fleurs coupées.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115144,11514,Nursery products (except seeds),Produits de pépinière (sauf les graines),"This subclass comprises natural trees, shrubs and their seedlings, except seeds.","Cette sous-classe comprend les arbres et les arbustes naturels, ainsi que leurs semis, sauf les graines."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151441,115144,Trees,Arbres,Trees.,Arbres.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151442,115144,Shrubs,Arbustes,Shrubs.,Arbustes.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151443,115144,Vines,Plantes grimpantes,Vines.,Plantes grimpantes.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151444,115144,Small fruit bushes,Arbustes à petits fruits,Small fruit bushes.,Arbustes à petits fruits.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151445,115144,Tree seedlings,Arbres de semis,Tree seedlings.,Arbres de semis.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151446,115144,"Other nursery trees and plants, n.e.c.","Autres arbres et plants de pépinière, n.c.a.","Other nursery trees and plants, n.e.c.","Autres arbres et plants de pépinière, n.c.a."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115145,11514,Sod,Gazon en plaques,"This subclass comprises sod, natural.","Cette sous-classe comprend le gazon naturel en plaques, précultivé."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151451,115145,Sod,Gazon en plaques,"Sod, natural.","Gazon naturel en plaques, précultivé."
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,213M,M11,"Cannabis seeds, plants and fresh flowering tops, in bulk","Graines, plants et sommités fleuries fraîches de cannabis, en vrac","This group comprises cannabis seeds, vegetative plants and fresh cannabis flowering tops, including leaves, in bulk.","Ce groupe comprend les graines, plants végétatifs et sommités fleuries fraîches de cannabis, y compris les feuilles, en vrac."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,21311M,213M,"Cannabis seeds and vegetative plants, in bulk","Graines et plants végétatifs de cannabis, en vrac","This class comprises cannabis seeds and vegetative plants, in bulk.","Cette classe comprend les graines et plants végétatifs de cannabis, en vrac."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),213111M,21311M,"Cannabis seeds, in bulk","Graines de cannabis, en vrac","This subclass comprises cannabis seeds, in bulk.","Cette sous-classe comprend les graines de cannabis, en vrac."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),2131111,213111M,"Cannabis seeds, in bulk","Graines de cannabis, en vrac","Cannabis viable seeds mainly used for planting or growing, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, in bulk, not prepared or packaged for retail sale.","Graines viables de cannabis généralement utilisées pour le plantage ou l'ensemencement, et la multiplication du cannabis sélectionné pour contenir des cannabinoïdes, en particulier le THC (plus de 0,3 % p/p) et le CBD, en vrac, non préparées ou emballées pour la vente au détail."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),213112M,21311M,"Cannabis vegetative plants, in bulk","Plants végétatifs de cannabis, en vrac","This subclass comprises cannabis vegetative plants, in bulk.","Cette sous-classe comprend les plants végétatifs de cannabis, en vrac."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),2131121,213112M,"Cannabis vegetative plants, in bulk","Plants végétatifs de cannabis, en vrac","Cannabis vegetative or live plants of various strain types, mainly used for planting or cultivation, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, in bulk, not prepared or packaged for retail sale.","Plants végétatifs ou vivants de cannabis de diverses souches, généralement utilisés pour le plantage ou la culture, et la multiplication du cannabis sélectionné pour contenir des cannabinoïdes, en particulier le THC (plus de 0,3 % p/p) et le CBD, en vrac, non préparés ou emballés pour la vente au détail."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,21312M,213M,"Fresh cannabis flowering tops (including leaves), in bulk","Sommités fleuries de cannabis fraîches (y compris les feuilles), en vrac","This class comprises fresh cannabis flowering tops, including leaves, in bulk.","Cette classe comprend les sommités fleuries de cannabis fraîches, y compris les feuilles, en vrac."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),213121M,21312M,"Fresh cannabis flowering tops (including leaves), in bulk","Sommités fleuries de cannabis fraîches (y compris les feuilles), en vrac","This subclass comprises fresh cannabis flowering tops, including leaves, in bulk.","Cette sous-classes comprend les sommités fleuries de cannabis fraîches, y compris les feuilles, en vrac."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),2131211,213121M,"Fresh cannabis flowering tops (including leaves), in bulk","Sommités fleuries de cannabis fraîches (y compris les feuilles), en vrac","Fresh cannabis flowering tops, including leaves, containing more than 0.3% w/w of THC, cannabidiol (CBD) and other cannabinoids, in bulk, not prepared or packaged for retail sale. Fresh cannabis refers to fresh or water-rich flowering tops (buds) and leaves, of female plants, that have not been subjected to any drying process.","Sommités fleuries de cannabis fraîches, y compris les feuilles, contenant plus de 0,3 % p/p de THC, du cannabidiol (CBD) et d'autres cannabinoïdes, en vrac, non préparées ou emballées pour la vente au détail. Le cannabis frais réfère aux sommités fleuries (bourgeons) et feuilles fraîches ou riches en eau, de plants femelles, qui n'ont subi aucun processus de séchage."
1,Section (three-character alphanumeric codes),Section (codes à trois caractères alphanumériques),M21,,Animals and animal products,Animaux et produits d'origine animale,This section comprises animals and animal products.,Cette section comprend les animaux et produits d'origine animale.
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,111,M21,Live animals,Animaux vivants,"This group comprises live animals, live insects and live semen.",Ce groupe comprend les animaux et les insectes vivants et le sperme vivant.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11111,111,Cattle and calves,Bovins et veaux,"This class comprises live beef and dairy cattle, and live calves.","Cette classe comprend les bovins de boucherie et les bovins laitiers vivants, et les veaux vivants."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111111,11111,Cattle and calves,Bovins et veaux,"This subclass comprises live beef and dairy cattle, and live calves.","Cette sous-classe comprend les bovins de boucherie et les bovins laitiers vivants, et les veaux vivants."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111111,111111,Cattle,Bovins,"Live beef and dairy cattle, 1 year and over.","Bovins de boucherie et bovins laitiers vivants, d'un an et plus."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111112,111111,Calves,Veaux,"Live calves, under 1 year.","Veaux vivants, de moins d'un an."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11112,111,Hogs,Porcs,This class comprises live porcine animals.,Cette classe comprend les porcins vivants.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111121,11112,Hogs,Porcs,This subclass comprises live porcine animals.,Cette sous-classe comprend les porcins vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111211,111121,Hogs for breeding,Porcs pour la reproduction,Live porcine animals raised for breeding.,Porcins vivants élevés pour la reproduction.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111212,111121,Nursing and weaner hogs,Porcelets allaités et sevrés,"Live young pigs and piglets, weaned and unweaned, raised for meat production.","Jeunes porcs et porcelets vivants, sevrés et non sevrés, élevés pour la production de viande."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111213,111121,Market hogs,Porcs de marché,"Live porcine animals 23 kg and over, raised for meat production.","Porcins vivants, 23 kg et plus, élevés pour la production de viande."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11113,111,Poultry,Volailles,This class comprises live poultry.,Cette classe comprend les volailles vivantes.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111131,11113,Chickens,Poulets,This subclass comprises live chickens.,Cette sous-classe comprend les poulets vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111311,111131,Chickens for breeding,Poulets pour la reproduction,Live chickens raised for breeding.,Poulets vivants élevés pour la reproduction.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111312,111131,Hens and pullets for laying eggs,Poules et poulettes pour la ponte,Live hens and pullets raised for egg production.,Poules et poulettes vivantes élevées pour la production d'oeufs.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111313,111131,Chickens for meat,Poulets pour la viande,Live chickens raised for meat production.,Poulets vivants élevés pour la production de viande.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111132,11113,Turkeys,Dindes et dindons,This subclass comprises live turkeys.,Cette sous-classe comprend les dindes et les dindons vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111321,111132,Turkeys for breeding,Dindes et dindons pour la reproduction,Live turkeys raised for breeding.,Dindes et dindons vivants élevés pour la reproduction.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111322,111132,Turkeys for meat,Dindes et dindons pour la viande,Live turkeys raised for meat production.,Dindes et dindons vivants élevés pour la production de viande.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111133,11113,Chicks and poults,Poussins et dindonneaux,This subclass comprises live chicks and poults.,Cette sous-classe comprend les poussins et les dindonneaux vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111331,111133,Chicks,Poussins,"Live chicks, from hatching until placed in raising facilities.","Poussins vivants, de l'éclosion jusqu'à leur arrivée aux installations d'élevage."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111332,111133,Poults,Dindonneaux,"Live poults, from hatching until placed in raising facilities.","Dindonneaux vivants, de l'éclosion jusqu'à leur arrivée aux installations d'élevage."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111134,11113,"Poultry (except chickens, turkeys, chicks and poults)","Volailles (sauf les poulets, dindes et dindons, poussins et dindonneaux)","This subclass comprises live poultry, except chickens, turkeys, chicks and poults.","Cette sous-classe comprend la volaille vivante, sauf les poulets, dindes et dindons, poussins et dindonneaux."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111341,111134,"Poultry (except chickens, turkeys, chicks and poults)","Volailles (sauf les poulets, dindes et dindons, poussins et dindonneaux)","Live poultry, except chickens, turkeys, chicks and poults.","Volaille vivante, sauf les poulets, dindes et dindons, poussins et dindonneaux."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11114,111,Other live animals,Autres animaux vivants,"This class comprises live animals n.e.c., live insects and live semen.","Cette classe comprend les animaux vivants n.c.a., les insectes vivants et le sperme vivant."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111141,11114,"Sheep, lambs and goats","Moutons, agneaux et chèvres","This subclass comprises live sheep, lambs and goats.","Cette sous-classe comprend les moutons, les agneaux et les chèvres vivants."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111411,111141,Sheep and lambs,Moutons et agneaux,Live sheep and lambs.,Moutons et agneaux vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111412,111141,Goats,Chèvres,Live goats.,Chèvres vivantes.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111142,11114,Fur-bearing animals,Animaux à fourrure,This subclass comprises live fur-bearing animals.,Cette sous-classe comprend les animaux à fourrure vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111421,111142,Fur-bearing animals,Animaux à fourrure,Live fur-bearing animals.,Animaux à fourrure vivants.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),111143,11114,Other miscellaneous live animals,Autres animaux divers vivants,"This subclass comprises other live animals for meat and for hair; pets and laboratory animals; bees and pollinating insects; other live animals, n.e.c.; semen; and animal embryos.","Cette sous-classe comprend les autres animaux vivants pour la viande et le poil; les animaux de compagnie et les animaux de laboratoire; les abeilles et les insectes pollinisateurs; les autres animaux vivants, n.c.a.; le sperme; et les embryons d'animaux."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111431,111143,Other live animals for meat and for hair,Autres animaux vivants pour la viande et le poil,Other live animals for meat and for hair.,Autres animaux vivants pour la viande et le poil.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111432,111143,Pets and laboratory animals,Animaux de compagnie et animaux de laboratoire,Live pets and laboratory animals.,Animaux de compagnie et animaux de laboratoire vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111433,111143,Bees and pollinating insects,Abeilles et insectes pollinisateurs,Live bees and pollinating insects.,Abeilles et insectes pollinisateurs vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111434,111143,"Other live animals, n.e.c.","Autres animaux vivants, n.c.a.","Other live animals, n.e.c.","Autres animaux vivants, n.c.a."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111435,111143,Semen,Sperme,"Live semen, frozen or fresh.","Sperme vivant, congelé ou frais."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1111436,111143,Animal embryos,Embryons d'animaux,"Live animal embryos, frozen or fresh.","Embryons vivants d'animaux, congelés ou frais."
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,116,M21,Other animal products,Autres produits d'origine animale,This group comprises animal products n.e.c.,Ce groupe comprend les produits d'origine animale n.c.a.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11611,116,Eggs in shell,Oeufs en coquille,This class comprises eggs in shell for consumption and for hatcheries.,Cette classe comprend les oeufs en coquille aux fins de consommation et les oeufs fécondés en coquille pour couvoirs.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116111,11611,Eggs in shell,Oeufs en coquille,This subclass comprises eggs in shell for consumption and for hatcheries.,Cette sous-classe comprend les oeufs en coquille aux fins de consommation et les oeufs fécondés en coquille pour couvoirs.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161111,116111,Eggs in shell for consumption,Oeufs en coquille aux fins de consommation,Eggs in shell for consumption.,Oeufs en coquille aux fins de consommation.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161112,116111,Eggs in shell for hatcheries,Oeufs en coquille pour couvoirs,Fertilized eggs in shell for hatcheries.,Oeufs fécondés en coquille pour couvoirs.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161113,116111,"Eggs in shell, leakers and rejects","Oeufs en coquille, avec fuites et rejetés","Eggs in shell, leakers and rejects.","Oeufs en coquille, avec fuites et rejetés."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11612,116,Unprocessed milk,Lait non transformé,This class comprises unprocessed milk.,Cette classe comprend le lait non transformé.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116121,11612,Unprocessed milk,Lait non transformé,This subclass comprises unprocessed milk.,Cette sous-classe comprend le lait non transformé.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161211,116121,Unprocessed milk,Lait non transformé,Unprocessed milk.,Lait non transformé.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,11613,116,"Raw furskins, and animal products n.e.c.","Pelleteries brutes, et produits d'origine animale n.c.a.",This class comprises raw furskins; raw wool and animal hair; natural honey; and pregnant mare urine.,"Cette classe comprend les pelleteries brutes; la laine et les poils d'animaux, bruts; le miel naturel; et l'urine de jument gravide."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116131,11613,Raw furskins,Pelleteries brutes,This subclass comprises raw furskins.,Cette sous-classe comprend les pelleteries brutes.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161311,116131,Raw furskins,Pelleteries brutes,Raw furskins.,Pelleteries brutes.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116132,11613,Raw wool and animal hair,"Laine et poils d'animaux, bruts",This subclass comprises raw wool and raw animal hair.,Cette sous-classe comprend la laine brute et les poils bruts d'animaux.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161321,116132,Raw wool,Laine brute,"Raw wool, not carded nor combed.","Laine brute, non cardée ni peignée."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161322,116132,Raw animal hair,Poils bruts d'animaux,"Raw animal hair, not carded nor combed.","Poils bruts d'animaux, non cardés ni peignés."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116133,11613,Natural honey,Miel naturel,"This subclass comprises natural unprocessed (raw) honey made by bees, and bee-collected pollen.","Cette sous-classe comprend le miel naturel non transformé (brut), fabriqué par les abeilles, et le pollen recueilli par des abeilles."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161331,116133,Natural honey,Miel naturel,"Natural unprocessed (raw) honey made by bees, and bee-collected pollen.","Miel naturel non transformé (brut), fabriqué par les abeilles, et pollen recueilli par des abeilles."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),116134,11613,Pregnant mare urine,Urine de jument gravide,This subclass comprises pregnant mare urine.,Cette sous-classe comprend l'urine de jument gravide.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1161341,116134,Pregnant mare urine,Urine de jument gravide,Pregnant mare urine.,Urine de jument gravide.
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,121,M21,"Fish, crustaceans, shellfish and other fishery products","Poissons, crustacés, mollusques et autres produits de la pêche","This group comprises fish, crustaceans, shellfish and other fishery products, live and dead, except processed beyond frozen or dressed.","Ce groupe comprend les poissons, crustacés, mollusques et autres produits de la pêche, vivants et morts, sauf transformés au-delà de l'habillage et congelés."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,12111,121,"Fish, crustaceans, shellfish and other fishery products","Poissons, crustacés, mollusques et autres produits de la pêche","This class comprises fish, crustaceans, shellfish and other fishery products, live and dead, except processed beyond frozen or dressed.","Cette classe comprend les poissons, crustacés, mollusques et autres produits de la pêche, vivants et morts, sauf transformés au-delà de l'habillage et congelés."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),121111,12111,"Live fish, crustaceans and shellfish","Poissons, crustacés et mollusques vivants","This subclass comprises live fish, crustaceans and shellfish.","Cette sous-classe comprend les poissons, crustacés et mollusques vivants."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211111,121111,Live fish,Poissons vivants,Live fish.,Poissons vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211112,121111,Live roe,Oeufs de poissons vivants,Live roe.,Oeufs de poissons vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211113,121111,Live crustaceans,Crustacés vivants,Live crustaceans.,Crustacés vivants.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211114,121111,Live shellfish,Mollusques vivants,Live shellfish.,Mollusques vivants.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),121112,12111,Fish (except live),Poissons (sauf vivants),"This subclass comprises whole fish fresh, chilled or frozen, dressed or not dressed, but not further processed.","Cette sous-classe comprend les poissons entiers frais, réfrigérés et congelés, habillés ou non, mais n'ayant pas subi un conditionnement supplémentaire."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211121,121112,Fish (except live),Poissons (sauf vivants),"Whole fish fresh, chilled or frozen, dressed or not dressed, but not further processed.","Poissons entiers frais, réfrigérés et congelés, habillés ou non, mais n'ayant pas subi un conditionnement supplémentaire."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),121113,12111,Crustaceans and shellfish (except live),Crustacés et mollusques (sauf vivants),"This subclass comprises fresh, chilled and frozen unshelled crustaceans and shellfish, but not further processed.","Cette sous-classe comprend les crustacés et mollusques non décortiqués, frais, réfrigérés et congelés, mais n'ayant pas subi un conditionnement supplémentaire."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211131,121113,Crustaceans (except live),Crustacés (sauf vivants),"Fresh, chilled and frozen unshelled crustaceans, but not further processed.","Crustacés non décortiqués, frais, réfrigérés et congelés, mais n'ayant pas subi un conditionnement supplémentaire."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211132,121113,Shellfish (except live),Mollusques (sauf vivants),"Fresh, chilled and frozen unshelled shellfish, but not further processed.","Mollusques non décortiqués, frais, réfrigérés et congelés, mais n'ayant pas subi un conditionnement supplémentaire."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),121114,12111,"Seaweed, Irish moss and other algae","Algues marines, mousse d'Irlande et autres algues","This subclass comprises seaweed, Irish moss and other algae.","Cette sous-classe comprend les algues marines, la mousse d'Irlande et les autres algues."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211141,121114,Seaweed,Algues marines,Seaweed.,Algues marines.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211142,121114,Irish moss,Mousse d'Irlande,Irish moss.,Mousse d'Irlande.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1211143,121114,Other algae,Autres algues,Other algae.,Autres algues.
1,Section (three-character alphanumeric codes),Section (codes à trois caractères alphanumériques),M31,,Non-metallic minerals,Minéraux non métalliques,This section comprises non-metallic minerals.,Cette section comprend les minéraux non métalliques.
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,161,M31,Potash,Potasse,This group comprises potash.,Ce groupe comprend la potasse.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,16111,161,Potash,Potasse,This class comprises potash.,Cette classe comprend la potasse.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),161111,16111,Potash,Potasse,This subclass comprises potash.,Cette sous-classe comprend la potasse.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1611111,161111,Potash,Potasse,Potash.,Potasse.
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,162,M31,"Stone, sand, gravel, clay, and refractory minerals","Pierre, sable, gravier, argile et minéraux réfractaires","This group comprises stone, sand, gravel, clay, and refractory minerals.","Ce groupe comprend la pierre, le sable, le gravier, l'argile et les minéraux réfractaires."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,16211,162,Stone,Pierre,This class comprises stone.,Cette classe comprend la pierre.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),162111,16211,Rough dimension stone,Pierre de taille grossière,This subclass comprises rough dimension stone.,Cette sous-classe comprend la pierre de taille grossière.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1621111,162111,Rough dimension stone,Pierre de taille grossière,Rough dimension stone.,Pierre de taille grossière.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),162112,16211,Crushed stone,Pierre concassée,This subclass comprises crushed stone.,Cette sous-classe comprend la pierre concassée.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1621121,162112,Crushed stone,Pierre concassée,Crushed stone.,Pierre concassée.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,16212,162,"Sand, gravel, clay, and refractory minerals","Sable, gravier, argile et minéraux réfractaires","This class comprises sand, gravel, clay, and refractory minerals.","Cette classe comprend le sable, le gravier, l'argile et les minéraux réfractaires."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),162121,16212,Construction sand and gravel,Sable et gravier de construction,"This subclass comprises sand and gravel that has not been further processed than crushing, washing or screening.","Cette sous-classe comprend le sable et le gravier qui n'ont pas subi de traitements autres que le concassage, le lavage et le passage à la claie."
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1621211,162121,Construction sand and gravel,Sable et gravier de construction,"Sand and gravel that has not been further processed than crushing, washing or screening.","Sable et gravier qui n'ont pas subi de traitements autres que le concassage, le lavage et le passage à la claie."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),162122,16212,Industrial sand,Sable industriel,This subclass comprises industrial sand.,Cette sous-classe comprend le sable industriel.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1621221,162122,Industrial sand,Sable industriel,Industrial sand.,Sable industriel.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),162123,16212,Clay and refractory minerals,Argile et minéraux réfractaires,"This subclass comprises clay, and refractory minerals.",Cette sous-classe comprend l'argile et les minéraux réfractaires.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1621231,162123,Clay and refractory minerals,Argile et minéraux réfractaires,"Clay, and refractory minerals.",Argile et minéraux réfractaires.
2,Group (three-digit standard codes and four-character alphanumeric codes),Groupe (codes types à trois chiffres,163,M31,Diamonds and other non-metallic minerals (except cut gemstones),Diamants et autres minéraux non métalliques (sauf les pierres précieuses taillées),"This group comprises diamonds and other non-metallic minerals, except cut gemstones.","Ce groupe comprend les diamants et les autres minéraux non métalliques, sauf les pierres précieuses taillées."
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,16311,163,Uncut and industrial diamonds,Diamants non taillés et industriels,This class comprises uncut and industrial diamonds.,Cette classe comprend les diamants non taillés et industriels.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),163111,16311,Uncut and industrial diamonds,Diamants non taillés et industriels,This subclass comprises uncut and industrial diamonds.,Cette sous-classe comprend les diamants non taillés et industriels.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1631111,163111,Uncut diamonds,Diamants non taillés,Uncut diamonds.,Diamants non taillés.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1631112,163111,Industrial diamonds,Diamants industriels,Industrial diamonds.,Diamants industriels.
3,Class (five-digit standard codes and six-character alphanumeric codes),Classe (codes types à cinq chiffres,16312,163,Non-metallic minerals (except diamonds),Minéraux non métalliques (sauf les diamants),"This class comprises non-metallic minerals, except uncut and industrial diamonds.","Cette classe comprend les minéraux non métalliques, sauf les diamants non taillés et industriels."
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),163121,16312,Gypsum,Gypse,This subclass comprises gypsum.,Cette sous-classe comprend le gypse.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1631211,163121,Gypsum,Gypse,Gypsum.,Gypse.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),163122,16312,Sulphur,Soufre,This subclass comprises sulphur.,Cette sous-classe comprend le soufre.
5,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1631221,163122,Sulphur,Soufre,Sulphur.,Soufre.
4,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),163123,16312,Phosphate rock,Roches phosphatées,This subclass comprises phosphate rock.,Cette sous-classe comprend les roches phosphatées.
