Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115122,11512,Oilseeds (except canola and soybeans),Graines oléagineuses (sauf le canola et le soya),"This subclass comprises oilseeds, except canola and soybeans.","Cette sous-classe comprend les graines oléagineuses, sauf le canola et le soya."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151221,115122,Flaxseed,Graines de lin,Unprocessed flaxseed.,Graines de lin non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512211,1151221,Flaxseed,Graines de lin,Unprocessed flaxseed.,Graines de lin non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122111,11512211,Flaxseed,Graines de lin,Unprocessed flaxseed.,Graines de lin non transformées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151222,115122,Solin,Solin,Unprocessed solin.,Solin non transformé.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512221,1151222,Solin,Solin,Unprocessed solin.,Solin non transformé.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122211,11512221,Solin,Solin,Unprocessed solin.,Solin non transformé.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151223,115122,Sunflower seeds,Graines de tournesol,Unprocessed sunflower seeds.,Graines de tournesol non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512231,1151223,Sunflower seeds,Graines de tournesol,Unprocessed sunflower seeds.,Graines de tournesol non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122311,11512231,Sunflower seeds,Graines de tournesol,Unprocessed sunflower seeds.,Graines de tournesol non transformées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151224,115122,Other oilseeds,Autres graines oléagineuses,Other unprocessed oilseeds.,Autres graines oléagineuses non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512241,1151224,Hemp seeds,Graines de chanvre,Unprocessed hemp seeds.,Graines de chanvre non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122411,11512241,Hemp seeds,Graines de chanvre,Unprocessed hemp seeds.,Graines de chanvre non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512242,1151224,Safflower seeds,Graines de carthame,Unprocessed safflower seeds.,Graines de carthame non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122421,11512242,Safflower seeds,Graines de carthame,Unprocessed safflower seeds.,Graines de carthame non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11512243,1151224,"Other oilseeds, n.e.c.","Autres graines oléagineuses, n.c.a.","Other unprocessed oilseeds, n.e.c.","Autres graines oléagineuses non transformées, n.c.a."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115122431,11512243,"Other oilseeds, n.e.c.","Autres graines oléagineuses, n.c.a.","Other unprocessed oilseeds, n.e.c.","Autres graines oléagineuses non transformées, n.c.a."
2,Class (five-digit standard codes or six-character alphanumeric variant codes),Classe (codes types à cinq chiffres ou codes de variante à six caractères alphanumériques),11513,115,Other miscellaneous crop products,Autres produits végétaux divers,This class comprises other miscellaneous crop products.,Cette classe comprend les autres produits végétaux divers.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115131,11513,Unstemmed leaf tobacco,Tabac en côtes,This subclass comprises unstemmed leaf tobacco.,Cette sous-classe comprend le tabac en feuilles non écôté.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151311,115131,Unstemmed leaf tobacco,Tabac en côtes,Unstemmed leaf tobacco.,Tabac en feuilles non écôté.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513111,1151311,Unstemmed leaf tobacco,Tabac en côtes,Unstemmed leaf tobacco.,Tabac en feuilles non écôté.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115131111,11513111,Unstemmed leaf tobacco,Tabac en côtes,Unstemmed leaf tobacco.,Tabac en feuilles non écôté.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115132,11513,Sugar cane and sugar beets,Canne à sucre et betteraves à sucre,This subclass comprises sugar cane and sugar beets.,Cette sous-classe comprend la canne à sucre et les betteraves à sucre.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151321,115132,Sugar cane,Canne à sucre,Sugar cane.,Canne à sucre.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513211,1151321,Sugar cane,Canne à sucre,Sugar cane.,Canne à sucre.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115132111,11513211,Sugar cane,Canne à sucre,Sugar cane.,Canne à sucre.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151322,115132,Sugar beets,Betteraves à sucre,Sugar beets.,Betteraves à sucre.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513221,1151322,Sugar beets,Betteraves à sucre,Sugar beets.,Betteraves à sucre.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115132211,11513221,Sugar beets,Betteraves à sucre,Sugar beets.,Betteraves à sucre.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115133,11513,Raw tea,Thé brut,"This subclass comprises raw tea, except packaged and prepared.","Cette sous-classe comprend le thé brut, sauf emballé et préparé."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151331,115133,Raw tea,Thé brut,"Raw tea, except packaged and prepared.","Thé brut, sauf emballé et préparé."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513311,1151331,Raw tea,Thé brut,"Raw tea, except packaged and prepared.","Thé brut, sauf emballé et préparé."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115133111,11513311,Raw tea,Thé brut,"Raw tea, except packaged and prepared.","Thé brut, sauf emballé et préparé."
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115134,11513,Cocoa beans,Fèves de cacao,This subclass comprises cocoa beans.,Cette sous-classe comprend les fèves de cacao.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151341,115134,Cocoa beans,Fèves de cacao,Cocoa beans.,Fèves de cacao.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513411,1151341,Cocoa beans,Fèves de cacao,Cocoa beans.,Fèves de cacao.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115134111,11513411,Cocoa beans,Fèves de cacao,Cocoa beans.,Fèves de cacao.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115135,11513,Green coffee beans,Fèves de café vert,This subclass comprises green coffee beans.,Cette sous-classe comprend les fèves de café vert.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151351,115135,Green coffee beans,Fèves de café vert,Green coffee beans.,Fèves de café vert.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513511,1151351,Green coffee beans,Fèves de café vert,Green coffee beans.,Fèves de café vert.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115135111,11513511,Green coffee beans,Fèves de café vert,Green coffee beans.,Fèves de café vert.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115136,11513,Maple syrup and other maple products,Sirop d'érable et autres produits de l'érable,This subclass comprises maple syrup and other maple products.,Cette sous-classe comprend le sirop d'érable et les autres produits de l'érable.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151361,115136,Maple syrup,Sirop d'érable,Maple syrup.,Sirop d'érable.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513611,1151361,Maple syrup,Sirop d'érable,Maple syrup.,Sirop d'érable.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115136111,11513611,Maple syrup,Sirop d'érable,Maple syrup.,Sirop d'érable.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151362,115136,Maple butter,Beurre d'érable,Maple butter.,Beurre d'érable.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513621,1151362,Maple butter,Beurre d'érable,Maple butter.,Beurre d'érable.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115136211,11513621,Maple butter,Beurre d'érable,Maple butter.,Beurre d'érable.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151363,115136,Maple sugar,Sucre d'érable,Maple sugar.,Sucre d'érable.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513631,1151363,Maple sugar,Sucre d'érable,Maple sugar.,Sucre d'érable.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115136311,11513631,Maple sugar,Sucre d'érable,Maple sugar.,Sucre d'érable.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151364,115136,Maple taffy,Tire d'érable,Maple taffy.,Tire d'érable.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513641,1151364,Maple taffy,Tire d'érable,Maple taffy.,Tire d'érable.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115136411,11513641,Maple taffy,Tire d'érable,Maple taffy.,Tire d'érable.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151365,115136,"Other maple products, n.e.c.","Autres produits de l'érable, n.c.a.","Other maple products, n.e.c.","Autres produits de l'érable, n.c.a."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513651,1151365,"Other maple products, n.e.c.","Autres produits de l'érable, n.c.a.","Other maple products, n.e.c.","Autres produits de l'érable, n.c.a."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115136511,11513651,"Other maple products, n.e.c.","Autres produits de l'érable, n.c.a.","Other maple products, n.e.c.","Autres produits de l'érable, n.c.a."
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115137,11513,Raw cotton,Coton brut,This subclass comprises raw cotton.,Cette sous-classe comprend le coton brut.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151371,115137,Raw cotton,Coton brut,Raw cotton.,Coton brut.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513711,1151371,Raw cotton,Coton brut,Raw cotton.,Coton brut.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115137111,11513711,Raw cotton,Coton brut,Raw cotton.,Coton brut.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115138,11513,Hay and forage,Foin et fourrage,This subclass comprises hay and forage.,Cette sous-classe comprend le foin et le fourrage.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151381,115138,"Hay, forage seeds and grass seeds","Foin, graines de fourrage et de graminées","Hay, forage seeds and grass seeds.","Foin, graines de fourrage et de graminées."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513811,1151381,Hay,Foin,Hay.,Foin.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115138111,11513811,Hay,Foin,Hay.,Foin.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513812,1151381,Forage seeds and grass seeds,Graines de fourrage et de graminées,Forage seeds and grass seeds.,Graines de fourrage et de graminées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115138121,11513812,Forage seeds and grass seeds,Graines de fourrage et de graminées,Forage seeds and grass seeds.,Graines de fourrage et de graminées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151382,115138,Corn for silage,Maïs à ensilage,Corn for silage.,Maïs à ensilage.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513821,1151382,Corn for silage,Maïs à ensilage,Corn for silage.,Maïs à ensilage.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115138211,11513821,Corn for silage,Maïs à ensilage,Corn for silage.,Maïs à ensilage.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151383,115138,Unworked straw,Paille brute,Unworked straw.,Paille brute.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513831,1151383,Unworked straw,Paille brute,Unworked straw.,Paille brute.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115138311,11513831,Unworked straw,Paille brute,Unworked straw.,Paille brute.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151384,115138,"Other forage, n.e.c.","Autre fourrage, n.c.a.","Other forage, n.e.c.","Autre fourrage, n.c.a."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513841,1151384,"Other forage, n.e.c.","Autre fourrage, n.c.a.","Other forage, n.e.c.","Autre fourrage, n.c.a."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115138411,11513841,"Other forage, n.e.c.","Autre fourrage, n.c.a.","Other forage, n.e.c.","Autre fourrage, n.c.a."
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115139,11513,"Other miscellaneous crop products, n.e.c.","Autres produits de culture divers, n.c.a.","This subclass comprises other miscellaneous crop products, n.e.c.","Cette sous-classe comprend les autres produits de culture divers, n.c.a."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151391,115139,Hops,Houblon,Hops.,Houblon.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513911,1151391,Hops,Houblon,Hops.,Houblon.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139111,11513911,Hops,Houblon,Hops.,Houblon.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151392,115139,Natural vegetable fibres,Fibres végétales naturelles,Natural vegetable fibres.,Fibres végétales naturelles.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513921,1151392,Industrial hemp,Chanvre industriel,"Cannabis plant, or any part of the plant, in which the concentration of the tetrahydrocannabinol (THC) is 0.3% w/w or less in the flowering tops and leaves, taking into account the potential to convert the delta-9-tetrahydrocannabinolic acid into THC.","Plant de cannabis, ou toute partie d'un tel plant, dont la concentration de tétrahydrocannabinol (THC) dans les sommités fleuries et les feuilles est d'au plus 0,3 % p/p, en prenant en compte du potentiel de transformation de l'acide delta-9-tétrahydrocannabinolique en THC."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139211,11513921,Industrial hemp,Chanvre industriel,"Cannabis plant, or any part of the plant, in which the concentration of the tetrahydrocannabinol (THC) is 0.3% w/w or less in the flowering tops and leaves, taking into account the potential to convert the delta-9-tetrahydrocannabinolic acid into THC.","Plant de cannabis, ou toute partie d'un tel plant, dont la concentration de tétrahydrocannabinol (THC) dans les sommités fleuries et les feuilles est d'au plus 0,3 % p/p, en prenant en compte du potentiel de transformation de l'acide delta-9-tétrahydrocannabinolique en THC."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513922,1151392,Other natural vegetable fibres,Autres fibres végétales naturelles,Other natural vegetable fibres.,Autres fibres végétales naturelles.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139221,11513922,Other natural vegetable fibres,Autres fibres végétales naturelles,Other natural vegetable fibres.,Autres fibres végétales naturelles.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151393,115139,Medicinal plants (except cannabis),Plantes médicinales (sauf le cannabis),"Medicinal plants, except cannabis.","Plantes médicinales, sauf le cannabis."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513931,1151393,Borage seeds for medicinal use,Graines de bourrache pour usage médicinal,Borage seeds for medicinal use.,Graines de bourrache pour usage médicinal.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139311,11513931,Borage seeds for medicinal use,Graines de bourrache pour usage médicinal,Borage seeds for medicinal use.,Graines de bourrache pour usage médicinal.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513932,1151393,Ginseng root for medicinal use,Racines de ginseng pour usage médicinal,Ginseng root for medicinal use.,Racines de ginseng pour usage médicinal.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139321,11513932,Ginseng root for medicinal use,Racines de ginseng pour usage médicinal,Ginseng root for medicinal use.,Racines de ginseng pour usage médicinal.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513933,1151393,Other medicinal plants (except cannabis),Autres plantes médicinales (sauf le cannabis),"Other medicinal plants, except cannabis.","Autres plantes médicinales, sauf le cannabis."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139331,11513933,Other medicinal plants (except cannabis),Autres plantes médicinales (sauf le cannabis),"Other medicinal plants, except cannabis.","Autres plantes médicinales, sauf le cannabis."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151394,115139,Mustard seeds,Graines de moutarde,Unprocessed mustard seeds.,Graines de moutarde non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513941,1151394,Brown mustard seeds,Graines de moutarde brune,Unprocessed brown mustard seeds.,Graines de moutarde brune non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139411,11513941,Brown mustard seeds,Graines de moutarde brune,Unprocessed brown mustard seeds.,Graines de moutarde brune non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513942,1151394,Oriental mustard seeds,Graines de moutarde orientale,Unprocessed oriental mustard seeds.,Graines de moutarde orientale non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139421,11513942,Oriental mustard seeds,Graines de moutarde orientale,Unprocessed oriental mustard seeds.,Graines de moutarde orientale non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513943,1151394,Yellow mustard seeds,Graines de moutarde jaune,Unprocessed yellow mustard seeds.,Graines de moutarde jaune non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139431,11513943,Yellow mustard seeds,Graines de moutarde jaune,Unprocessed yellow mustard seeds.,Graines de moutarde jaune non transformées.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513944,1151394,Other mustard seeds,Autres graines de moutarde,Unprocessed other mustard seeds.,Autres graines de moutarde non transformées.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139441,11513944,Other mustard seeds,Autres graines de moutarde,Unprocessed other mustard seeds.,Autres graines de moutarde non transformées.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151395,115139,Other spice seeds,Autres graines d'épices,Other spice seeds.,Autres graines d'épices.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513951,1151395,Coriander seeds,Graines de coriandre,Coriander seeds.,Graines de coriandre.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139511,11513951,Coriander seeds,Graines de coriandre,Coriander seeds.,Graines de coriandre.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513952,1151395,Caraway seeds,Graines de carvi,Caraway seeds.,Graines de carvi.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139521,11513952,Caraway seeds,Graines de carvi,Caraway seeds.,Graines de carvi.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513953,1151395,"Other spice seeds, n.e.c.","Autres graines d'épices, n.c.a.","Other spice seeds, n.e.c.","Autres graines d'épices, n.c.a."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139531,11513953,"Other spice seeds, n.e.c.","Autres graines d'épices, n.c.a.","Other spice seeds, n.e.c.","Autres graines d'épices, n.c.a."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151396,115139,Vegetal gums,Gommes végétales,"Vegetal gums, resins, gum-resins and oleoresins.","Gommes, résines, gommes-résines et oléorésines végétales."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513961,1151396,Vegetal gums,Gommes végétales,"Vegetal gums, resins, gum-resins and oleoresins.","Gommes, résines, gommes-résines et oléorésines végétales."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139611,11513961,Vegetal gums,Gommes végétales,"Vegetal gums, resins, gum-resins and oleoresins.","Gommes, résines, gommes-résines et oléorésines végétales."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151397,115139,Other crude vegetable materials,Autres matières végétales brutes,Other crude vegetable materials.,Autres matières végétales brutes.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513971,1151397,Other crude vegetable materials,Autres matières végétales brutes,Other crude vegetable materials.,Autres matières végétales brutes.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139711,11513971,Other crude vegetable materials,Autres matières végétales brutes,Other crude vegetable materials.,Autres matières végétales brutes.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151398,115139,"Seeds for planting (except potato, flower, shrub and tree seeds)","Graines de semence (sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres)","Seeds for planting, except potato, flower, shrub and tree seeds.","Graines de semence, sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11513981,1151398,"Seeds for planting (except potato, flower, shrub and tree seeds)","Graines de semence (sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres)","Seeds for planting, except potato, flower, shrub and tree seeds.","Graines de semence, sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115139811,11513981,"Seeds for planting (except potato, flower, shrub and tree seeds)","Graines de semence (sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres)","Seeds for planting, except potato, flower, shrub and tree seeds.","Graines de semence, sauf les graines de pommes de terre, de fleurs, d'arbustes et d'arbres."
2,Class (five-digit standard codes or six-character alphanumeric variant codes),Classe (codes types à cinq chiffres ou codes de variante à six caractères alphanumériques),11514,115,"Floriculture and nursery products, and sod","Produits de floriculture et de pépinière, et gazon en plaques","This class comprises natural floriculture, nursery products and sod.","Cette classe comprend les produits de floriculture naturels, les produits de pépinière et le gazon en plaques."
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115141,11514,"Seeds of flowers, shrubs and trees","Graines de fleurs, d'arbustes et d'arbres","This subclass comprises flower, shrub and tree seeds.","Cette sous-classe comprend les graines de fleurs, d'arbustes et d'arbres."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151411,115141,Flower seeds,Graines de fleurs,Flower seeds and dormant bulbs.,Graines de fleurs et bulbes en repos végétatif.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514111,1151411,Flower seeds,Graines de fleurs,Flower seeds and dormant bulbs.,Graines de fleurs et bulbes en repos végétatif.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115141111,11514111,Flower seeds,Graines de fleurs,Flower seeds and dormant bulbs.,Graines de fleurs et bulbes en repos végétatif.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151412,115141,Shrub seeds,Graines d'arbustes,Shrub seeds.,Graines d'arbustes.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514121,1151412,Shrub seeds,Graines d'arbustes,Shrub seeds.,Graines d'arbustes.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115141211,11514121,Shrub seeds,Graines d'arbustes,Shrub seeds.,Graines d'arbustes.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151413,115141,Tree seeds,Graines d'arbres,Tree seeds.,Graines d'arbres.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514131,1151413,Tree seeds,Graines d'arbres,Tree seeds.,Graines d'arbres.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115141311,11514131,Tree seeds,Graines d'arbres,Tree seeds.,Graines d'arbres.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115142,11514,Christmas trees,Arbres de Noël,This subclass comprises natural Christmas trees.,Cette sous-classe comprend les arbres de Noël naturels.
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151421,115142,Christmas trees,Arbres de Noël,Natural Christmas trees.,Arbres de Noël naturels.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514211,1151421,Christmas trees,Arbres de Noël,Natural Christmas trees.,Arbres de Noël naturels.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115142111,11514211,Christmas trees,Arbres de Noël,Natural Christmas trees.,Arbres de Noël naturels.
3,Subclass (six-digit standard codes),Sous-classe (codes types à six chiffres),115143,11514,Floriculture products (except seeds),Produits de floriculture (sauf les graines),"This subclass comprises natural floriculture products, except seeds.","Cette sous-classe comprend les produits de floriculture naturels, sauf les graines."
4,Detail (seven-digit standard codes),Détail (codes types à sept chiffres),1151431,115143,Indoor potted plants,Plantes en pot d'intérieur,Indoor potted plants.,Plantes en pot d'intérieur.
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514311,1151431,Indoor potted flowering shrubs and woody perennials,"Arbustes à fleurs et plantes ligneuses vivaces à fleurs, en pot d'intérieur",Indoor potted flowering shrubs and woody perennials.,"Arbustes à fleurs et plantes ligneuses vivaces à fleurs, en pot d'intérieur."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143111,11514311,Indoor potted azaleas,Azalées en pot d'intérieur,Indoor potted azaleas.,Azalées en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143112,11514311,Indoor potted poinsettias,Poinsettias en pot d'intérieur,Indoor potted poinsettias.,Poinsettias en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143113,11514311,Indoor potted kalanchoes,Kalanchoes en pot d'intérieur,Indoor potted kalanchoes.,Kalanchoes en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143114,11514311,Indoor potted miniature roses,Rosiers miniatures en pot d'intérieur,Indoor potted miniature roses.,Rosiers miniatures en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143115,11514311,Other indoor potted flowering shrubs and woody perennials,"Autres arbustes à fleurs et plantes ligneuses vivaces à fleurs, en pot d'intérieur",Other indoor potted flowering shrubs and woody perennials.,"Autres arbustes à fleurs et plantes ligneuses vivaces à fleurs, en pot d'intérieur."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514312,1151431,"Indoor potted perennial bulbous, corm and tuberous plants","Plantes bulbeuses, plantes à corme et plantes tubéreuses, vivaces, en pot d'intérieur","Indoor potted perennial bulbous, corm and tuberous plants.","Plantes bulbeuses, plantes à corme et plantes tubéreuses, vivaces, en pot d'intérieur."
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143121,11514312,Indoor potted tulips,Tulipes en pot d'intérieur,Indoor potted tulips.,Tulipes en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143122,11514312,Indoor potted cyclamens,Cyclamens en pot d'intérieur,Indoor potted cyclamens.,Cyclamens en pot d'intérieur.
6,Detail (nine-digit variant codes),Détail (codes de variante à neuf chiffres),115143123,11514312,"Other indoor potted perennial bulbous, corm and tuberous plants","Autres plantes bulbeuses, plantes à corme et plantes tubéreuses, vivaces, en pot d'intérieur","Other indoor potted perennial bulbous, corm and tuberous plants.","Autres plantes bulbeuses, plantes à corme et plantes tubéreuses, vivaces, en pot d'intérieur."
5,Detail (eight-digit variant codes),Détail (codes de variante à huit chiffres),11514313,1151431,Indoor potted herbaceous flowering perennials,Plantes herbacées vivaces à fleurs en pot d'intérieur,Indoor potted herbaceous flowering perennials.,Plantes herbacées vivaces à fleurs en pot d'intérieur.
