Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351123,35112,Parts of other commercial and service industry machinery and equipment,Pièces d'autres machines et matériel pour le commerce et les industries de services,This subclass comprises parts of other commercial and service industry machinery and equipment.,Cette sous-classe comprend les pièces d'autres machines et matériel pour le commerce et les industries de services.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511231,351123,Parts of banking and vending machines,Pièces de guichets bancaires automatiques et de distributeurs automatiques,Parts of banking and vending machines.,Pièces de guichets bancaires automatiques et de distributeurs automatiques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511232,351123,"Parts of other commercial and service industry machinery and equipment, n.e.c.","Pièces d'autres machines et matériel pour le commerce et les industries de services, n.c.a.","Parts of other commercial and service industry machinery and equipment, n.e.c.","Pièces d'autres machines et matériel pour le commerce et les industries de services, n.c.a."
4,Class (five-digit codes),Classe (codes à cinq chiffres),35113,351,"Parts of machine tools, hand tools, water treatment equipment and industry-specific manufacturing machinery and equipment","Pièces de machines-outils, d'outils manuels, de matériel de traitement de l'eau, et de machines et de matériel propres à une industrie de fabrication","This class comprises parts of machine tools, hand tools, water treatment equipment and industry-specific manufacturing machinery and equipment.","Cette classe comprend les pièces de machines-outils, d'outils manuels, de matériel de traitement de l'eau, et de machines et de matériel propres à une industrie de fabrication."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351131,35113,Parts of pulp and paper industry machinery and equipment,Pièces de machines et de matériel de l'industrie des pâtes et papiers,This subclass comprises parts of pulp and paper industry machinery and equipment.,Cette sous-classe comprend les pièces de machines et de matériel de l'industrie des pâtes et papiers.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511311,351131,Parts of pulp and paper industry machinery and equipment,Pièces de machines et de matériel de l'industrie des pâtes et papiers,Parts of pulp and paper industry machinery and equipment.,Pièces de machines et de matériel de l'industrie des pâtes et papiers.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351132,35113,"Parts of sawmill, woodworking, plastics- and rubber-working, and other industry-specific machinery and equipment, n.e.c.","Pièces de machines et de matériel de scierie, de travail du bois, de travail du plastique et du caoutchouc, et d'autres machines et matériel propres à une industrie, n.c.a.","This subclass comprises parts of sawmill and woodworking machinery, plastics industry, rubber industry, and other industry-specific machinery and equipment, n.e.c.","Cette sous-classe comprend les pièces de machines et de matériel de scierie, de travail du bois, de travail du plastique et du caoutchouc, et les pièces d'autres machines et de matériel propres à une industrie, n.c.a."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511321,351132,"Parts of sawmill, woodworking, plastics- and rubber-working machinery and equipment","Pièces de machines et de matériel de scierie, de travail du bois, et de travail du plastique et du caoutchouc","Parts of sawmill, woodworking, plastics- and rubber-working machinery and equipment.","Pièces de machines et de matériel de scierie, de travail du bois, et de travail du plastique et du caoutchouc."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511322,351132,"Parts of other industry-specific machinery and equipment, n.e.c.","Pièces pour d'autres machines et matériel propres à une industrie, n.c.a.","Parts of other industry-specific machinery and equipment, n.e.c.","Pièces pour d'autres machines et matériel propres à une industrie, n.c.a."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351133,35113,Parts of metalworking machinery and machine tools,Pièces de machines à travailler les métaux et de machines-outils,This subclass comprises parts of metalworking machinery and machine tools.,Cette sous-classe comprend les pièces de machines à travailler les métaux et de machines-outils.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511331,351133,"Machine tool parts (except dies, jigs, and cutting tools)","Pièces de machines-outils (sauf les matrices, les gabarits et les outils de découpage)","Machine tool parts, except dies, jigs, and cutting tools.","Pièces de machines-outils, sauf les matrices, les gabarits et les outils de découpage."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511332,351133,Attachments and accessories for machine tools and metalworking machinery (except cutting tools),Équipement et accessoires pour machines-outils et machines à travailler les métaux (sauf les outils de découpage),"Attachments and accessories for machine tools and metalworking machinery, except cutting tools.","Équipement et accessoires pour machines-outils et machines à travailler les métaux, sauf les outils de découpage."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511333,351133,Parts of metalworking machinery (except machine tool parts),Pièces de machines à travailler les métaux (sauf les pièces de machines-outils),"Parts of metalworking machinery, except machine tool parts.","Pièces de machines à travailler les métaux, sauf les pièces de machines-outils."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351134,35113,"Welding electrodes, and parts and accessories for welding equipment",Électrodes de soudage et pièces et accessoires pour le matériel de soudage,"This subclass comprises welding electrodes, and parts and accessories for welding equipment.",Cette sous-classe comprend les électrodes de soudage et les pièces et accessoires pour le matériel de soudage.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511341,351134,"Welding electrodes, and parts and accessories for welding equipment",Électrodes de soudage et pièces et accessoires pour le matériel de soudage,"Welding electrodes, and parts and accessories for welding equipment.",Électrodes de soudage et pièces et accessoires pour le matériel de soudage.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351135,35113,Parts of power hand tools,Pièces d'outils à main électriques,This subclass comprises parts of power hand tools.,Cette sous-classe comprend les pièces d'outils à main électriques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511351,351135,Parts of power hand tools,Pièces d'outils à main électriques,Parts of power hand tools.,Pièces d'outils à main électriques.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351136,35113,"Blades, dies and other cutting implements for power tools","Lames, matrices et autres instruments de découpage pour outils électriques","This subclass comprises dies, interchangeable cutting and drilling tool components, blades for power saws and small cutting tools for machine tools and for metalworking tools and machinery.","Cette sous-classe comprend les matrices, les composants interchangeables d'outils de forage et de coupe, les lames pour scies électriques, et les petits outils tranchants pour machines-outils et pour machines à travailler les métaux."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511361,351136,Blades for power saws,Lames pour scies électriques,Blades for power saws.,Lames pour scies électriques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511362,351136,"Dies and interchangeable cutting tools, for machines and power-driven hand tools",Matrices et outils coupants interchangeables pour machines et outils à main mécaniques,"Dies and interchangeable cutting tools, for machines and power-driven hand tools.",Matrices et outils coupants interchangeables pour machines et outils à main mécaniques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511363,351136,Small cutting tools for machine tools and metalworking machinery (except dies),Petits outils tranchants pour machines-outils et machines à travailler les métaux (sauf les matrices),"Small cutting tools for machine tools and metalworking machinery, except dies.","Petits outils tranchants pour machines-outils et machines à travailler les métaux, sauf les matrices."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351137,35113,Parts of water treatment equipment,Pièces de matériel de traitement de l'eau,This subclass comprises parts of water treatment equipment.,Cette sous-classe comprend les pièces de matériel de traitement de l'eau.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511371,351137,Parts of water treatment equipment,Pièces de matériel de traitement de l'eau,Parts of water treatment equipment.,Pièces de matériel de traitement de l'eau.
4,Class (five-digit codes),Classe (codes à cinq chiffres),35114,351,"Parts of industrial machinery and equipment, n.e.c.","Pièces de machines et de matériel industriels, n.c.a.","This class comprises parts of industrial machinery and equipment, n.e.c.","Cette classe comprend les pièces de machines et de matériel industriels, n.c.a."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351141,35114,Parts for heating and cooling equipment,Pièces d'appareils de chauffage et de refroidissement,This subclass comprises parts for heating and cooling equipment.,Cette sous-classe comprend les pièces d'appareils de chauffage et de refroidissement.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511411,351141,Parts of heating equipment,Pièces de matériel de chauffage,Parts of heating equipment.,Pièces de matériel de chauffage.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511412,351141,"Compressors, compressor units, condensing units and other parts of cooling equipment","Compresseurs, motocompresseurs, groupes compresseur-condenseur et autres pièces de matériel de refroidissement","Compressors, compressor units, condensing units and other parts of cooling equipment.","Compresseurs, motocompresseurs, groupes compresseur-condenseur et autres pièces de matériel de refroidissement."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351142,35114,"Parts of industrial and commercial fans, blowers, and air purification equipment","Pièces de ventilateurs, de ventilateurs soufflants et de matériel de purification d'air industriels et commerciaux","This subclass comprises parts of industrial and commercial fans, blowers, and air purification equipment.","Cette sous-classe comprend les pièces de ventilateurs, de ventilateurs soufflants et de matériel de purification d'air industriels et commerciaux."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511421,351142,"Parts of industrial and commercial fans, blowers, and air purification equipment","Pièces de ventilateurs, de ventilateurs soufflants et de matériel de purification d'air industriels et commerciaux","Parts of industrial and commercial fans, blowers, and air purification equipment.","Pièces de ventilateurs, de ventilateurs soufflants et de matériel de purification d'air industriels et commerciaux."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351143,35114,Parts for materials handling trucks and tractors,Pièces de camions et de tracteurs de manutention,This subclass comprises parts for materials handling trucks and tractors.,Cette sous-classe comprend les pièces de camions et de tracteurs de manutention.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511431,351143,Parts for materials handling trucks and tractors,Pièces de camions et de tracteurs de manutention,Parts for materials handling trucks and tractors.,Pièces de camions et de tracteurs de manutention.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351144,35114,"Parts for materials handling equipment, conveyors, and elevators","Pièces de matériel de manutention, de convoyeurs et d'ascenseurs","This subclass comprises parts for materials handling equipment, conveyors, and elevators.","Cette sous-classe comprend les pièces de matériel de manutention, de convoyeurs et d'ascenseurs."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511441,351144,"Parts for materials handling equipment, conveyors, and elevators","Pièces de matériel de manutention, de convoyeurs et d'ascenseurs","Parts for materials handling equipment, conveyors, and elevators.","Pièces de matériel de manutention, de convoyeurs et d'ascenseurs."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351145,35114,Parts of pumps (except fluid power) and air and gas compressors,Pièces de pompes (sauf hydrauliques) et de compresseurs à air et au gaz,"This subclass comprises parts of pumps, except fluid power, and parts of air and gas compressors.","Cette sous-classe comprend les pièces de pompes, sauf hydrauliques, et les pièces de compresseurs à air et au gaz."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511451,351145,Parts of pumps (except fluid power) and air and gas compressors,Pièces de pompes (sauf hydrauliques) et de compresseurs à air et au gaz,"Parts of pumps, except fluid power, and parts of air and of gas compressors.","Pièces de pompes, sauf hydrauliques, et pièces de compresseurs à air et au gaz."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351146,35114,Parts of fluid power pumps and fluid power system components,Pièces de pompes hydrauliques et composants de circuits hydrauliques,This subclass comprises parts of fluid power pumps and fluid power system components.,Cette sous-classe comprend les pièces de pompes hydrauliques et les composants de circuits hydrauliques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511461,351146,Parts of fluid power pumps and fluid power system components,Pièces de pompes hydrauliques et composants de circuits hydrauliques,Parts of fluid power pumps and fluid power system components.,Pièces de pompes hydrauliques et composants de circuits hydrauliques.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351147,35114,"Parts of packing, packaging and bottling machinery",Pièces de machines à empaqueter et à emballer et d'embouteilleuses,"This subclass comprises parts of packing, packaging and bottling machinery.",Cette sous-classe comprend les pièces de machines à empaqueter et à emballer et d'embouteilleuses.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511471,351147,"Parts of packing, packaging and bottling machinery",Pièces de machines à empaqueter et à emballer et d'embouteilleuses,"Parts of packing, packaging and bottling machinery.",Pièces de machines à empaqueter et à emballer et d'embouteilleuses.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351148,35114,"Parts of engines (except aircraft and automotive engines, and gas turbines)","Pièces de moteurs (sauf les moteurs d'aéronef et d'automobile, et les turbines à gaz)","This subclass comprises parts of engines, except aircraft and automotive engines, and gas turbines.","Cette sous-classe comprend les pièces de moteurs, sauf les moteurs d'aéronef et d'automobile, et les turbines à gaz."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511481,351148,"Parts of engines (except aircraft and automotive engines, and gas turbines)","Pièces de moteurs (sauf les moteurs d'aéronef et d'automobile, et les turbines à gaz)","Parts of engines, except aircraft and automotive engines, and gas turbines.","Pièces de moteurs, sauf les moteurs d'aéronef et d'automobile, et les turbines à gaz."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),351149,35114,"Parts of industrial machinery and non-electric machinery products, n.e.c.","Pièces de machines industrielles et produits non électriques de machinerie, n.c.a.","This subclass comprises parts of industrial machinery and non-electric machinery products, n.e.c.","Cette sous-classe comprend les pièces de machines industrielles et produits non électriques de machinerie, n.c.a."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3511491,351149,"Parts of industrial machinery and non-electric machinery products, n.e.c.","Pièces de machines industrielles et produits non électriques de machinerie, n.c.a.","Parts of industrial machinery and non-electric machinery products, n.e.c.","Pièces de machines industrielles et produits non électriques de machinerie, n.c.a."
1,Section (three-digit alpha numeric codes),Section (codes à trois caractères alpha numériques),C18,,Electronic and electrical equipment and parts,Matériel et pièces électroniques et électriques,,
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C181,C18,Computers and computer peripherals,Ordinateurs et périphériques,,
3,Group (three-digit codes),Groupe (codes à trois chiffres),361,C181,Computers and computer peripherals,Ordinateurs et périphériques,This group comprises computers; and computer storage devices and peripherals.,Ce groupe comprend les ordinateurs; et les dispositifs de mémoire d'ordinateurs et les périphériques.
4,Class (five-digit codes),Classe (codes à cinq chiffres),36111,361,Computers and computer peripherals,Ordinateurs et périphériques,This class comprises computers; and computer storage devices and peripherals.,Cette classe comprend les ordinateurs; et les dispositifs de mémoire d'ordinateurs et les périphériques.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),361111,36111,Computers,Ordinateurs,"This subclass comprises desktop and similar computers; laptop, tablet and other portable computers; and servers and other host computers.","Cette sous-classe comprend les ordinateurs de bureau et ordinateurs comparables; les ordinateurs portatifs (laptops), tablettes électroniques et autres ordinateurs portables; et les serveurs et autres ordinateurs hôtes."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611111,361111,Desktop and similar computers,Ordinateurs de bureau et ordinateurs comparables,Desktop and similar computers.,Ordinateurs de bureau et ordinateurs comparables.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611112,361111,Laptop computers,Ordinateurs portatifs,Laptop and notebook computers.,Ordinateurs portatifs et ordinateurs bloc-notes.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611113,361111,Tablet computers,Tablettes électroniques,Tablet computers and other similar devices.,Tablettes électroniques et autres appareils similaires.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611114,361111,Other portable computers,Autres ordinateurs portables,Other portable computers.,Autres ordinateurs portables.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611115,361111,Servers,Serveurs,Servers.,Serveurs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611116,361111,Other host computers,Autres ordinateurs hôtes,Other host computers.,Autres ordinateurs hôtes.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),361112,36111,Computer storage devices and peripherals,Dispositifs de mémoire d'ordinateurs et périphériques,"This subclass comprises computer data storage devices, computer monitors, computer printers and computer peripherals, and point-of-sale terminals and funds-transfer devices.","Cette sous-classe comprend les dispositifs de mémoire, les moniteurs, les imprimantes et les périphériques d'ordinateurs, les terminaux de point de vente et les appareils de transfert de fonds."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611121,361112,Point-of-sale terminals and funds-transfer devices,Terminaux de point de vente et appareils de transfert de fonds,Point-of-sale terminals and funds-transfer devices.,Terminaux de point de vente et appareils de transfert de fonds.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611122,361112,Data storage devices (including flash media),Dispositifs de mémorisation de données (y compris les supports à mémoire flash),"Data storage devices, including flash media.","Dispositifs de mémorisation de données, y compris les supports à mémoire flash."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611123,361112,Computer monitors,Moniteurs d'ordinateurs,Computer monitors.,Moniteurs d'ordinateurs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611124,361112,Computer printers,Imprimantes d'ordinateurs,Computer printers.,Imprimantes d'ordinateurs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3611125,361112,"Computer peripherals, n.e.c.","Périphériques, n.c.a.","Computer peripherals, n.e.c.","Périphériques, n.c.a."
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C182,C18,"Communication, and audio and video equipment",Appareils de communication et appareils d'audio et de vidéo,,
3,Group (three-digit codes),Groupe (codes à trois chiffres),362,C182,"Communication, and audio and video equipment",Appareils de communication et appareils d'audio et de vidéo,"This group comprises communication, and audio and video equipment.",Ce groupe comprend les appareils de communication et les appareils d'audio et de vidéo.
4,Class (five-digit codes),Classe (codes à cinq chiffres),36211,362,Telephone and data communications equipment,Matériel téléphonique et matériel de transmission de données,"This class comprises telephone and data communications equipment, including wireless.","Cette classe comprend le matériel téléphonique et le matériel de transmission de données, y compris sans fil."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362111,36211,"Telephone sets, fax machines, answering machines, and line and switchboard equipment","Téléphones, télécopieurs, répondeurs et matériel de standard et de ligne téléphonique","This subclass comprises telephone equipment including telephone sets, fax machines, answering machines, and line and switchboard equipment.","Cette sous-classe comprend le matériel téléphonique, y compris les téléphones, les télécopieurs, les répondeurs et le matériel de standard et de ligne téléphonique."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621111,362111,"Telephones (except mobile phones), answering and fax machines","Téléphones (sauf les téléphones mobiles), répondeurs et télécopieurs","Telephones, except mobile phones, and answering and fax machines.","Téléphones, sauf téléphones mobiles, et répondeurs et télécopieurs."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621112,362111,"Telephone switching, switchboard and line equipment","Matériel de communication, de standard et de ligne téléphonique","Telephone switching, switchboard and line equipment.","Matériel de communication, de standard et de ligne téléphonique."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362112,36211,Data communications equipment,Matériel de transmission de données,This subclass comprises data communications equipment.,Cette sous-classe comprend le matériel de transmission de données.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621121,362112,Local area routers and data communications equipment (including wireless devices),Routeurs et matériel de transmission de données pour réseaux locaux (y compris les dispositifs sans fil),"Local area routers and data communications equipment, including wireless devices.","Routeurs et matériel de transmission de données pour réseaux locaux, y compris les dispositifs sans fil."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621122,362112,Data communications equipment (except local area),Matériel de transmission de données (sauf les réseaux locaux),"Data communications equipment, except local area.","Matériel de transmission de données, sauf les réseaux locaux."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362113,36211,Mobile telephones and other wireless communications equipment,Téléphones mobiles et autre matériel de communication sans fil,This subclass comprises mobile telephones and other wireless communications equipment.,Cette sous-classe comprend les téléphones mobiles et autre matériel de communication sans fil.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621131,362113,Smartphones,Téléphones intelligents,"Mobile phone that performs many of the functions of a computer, typically having a touchscreen interface, Internet access, and an operating system capable of running downloaded applications. Smartphones allow users to store information, e-mail, and install applications, along with using a mobile phone in one device. Phablets, those larger smartphones, are also included.","Téléphone mobile qui exécute plusieurs fonctions similaires à celles d'un ordinateur, et qui d'ordinaire comprend une interface à écran tactile, l'accès Internet, et un système d'exploitation capable de faire fonctionner des applications téléchargées. Les téléphones intelligents permettent aux utilisateurs de conserver de l'information, d'envoyer un courriel, et d'installer des applications, et plus, au même titre que l'utilisation ordinaire du téléphone mobile, le tout avec le même appareil. Les phablettes, ces téléphones intelligents plus larges, sont aussi incluses."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621132,362113,Smartwatches,Montres intelligentes,"Wearable computing and time-keeping mobile devices with a touchscreen display, worn on a user's wrist. Smartwatches are designed to, either on their own or when paired with a smartphone, provide features like connecting to the internet, running mobile apps, making calls, messaging via text or video, checking caller ID, accessing stock and weather updates, providing fitness monitoring capabilities, offering GPS coordinates and location directions, and more.","Appareils mobiles à écran tactile de mesure du temps ayant des fonctions informatiques, portés au poignet de l'utilisateur. Les montres intelligentes sont conçues, soit seules ou lorsque jumelées à un téléphone intelligent, pour fournir des caractéristiques telles que la connexion à Internet, l'exécution d'applications mobiles, la composition d'appels téléphoniques, la messagerie texte ou vidéo, l'identification de l'appel téléphonique, l'accès aux mises à jour des données boursières et de la météo, la fourniture des fonctions de surveillance de la condition physique, la géolocalisation et la navigation par système GPS, et plus."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621133,362113,Mobile telephones (except smartphones) and other wireless communications equipment,Téléphones mobiles (sauf les téléphones intelligents) et autre matériel de communication sans fil,"Mobile telephones, except smartphones, and other wireless communications equipment.","Téléphones mobiles, sauf les téléphones intelligents, et autre matériel de communication sans fil."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362114,36211,Space satellites,Satellites spatiaux,This subclass comprises space satellites.,Cette sous-classe comprend les satellites spatiaux.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621141,362114,Space satellites,Satellites spatiaux,Space satellites.,Satellites spatiaux.
4,Class (five-digit codes),Classe (codes à cinq chiffres),36212,362,"Broadcast, studio, alarm, and signalling equipment","Matériel de radiodiffusion et de télédiffusion, de studio, d'alarme et de signalisation","This class comprises broadcast, studio, alarm, and signalling equipment.","Cette classe comprend le matériel de radiodiffusion et de télédiffusion, de studio, d'alarme et de signalisation."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362121,36212,"Broadcast and studio communications equipment and, satellite dishes and cable decoders","Matériel de communication pour radiodiffusion et télédiffusion et pour studios, antennes paraboliques et décodeurs",This subclass comprises broadcast and studio communications equipment; and satellite dishes and cable decoders.,Cette sous-classe comprend le matériel de communication pour radiodiffusion et télédiffusion et pour studios; et les antennes paraboliques et les décodeurs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621211,362121,Broadcast and studio communications equipment,Matériel de communication pour radiodiffusion et télédiffusion et pour studios,Broadcast and studio communications equipment.,Matériel de communication pour radiodiffusion et télédiffusion et pour studios.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621212,362121,Satellite dishes and cable decoders,Antennes paraboliques et décodeurs,Satellite dishes and cable decoders.,Antennes paraboliques et décodeurs.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362122,36212,"Alarm and security systems, traffic control equipment and, intercom systems and remote control units","Systèmes d'alarme et de sécurité, matériel de contrôle de la circulation, et systèmes d'intercommunication et de contrôle à distance",This subclass comprises alarm and security systems; traffic control equipment; and intercom systems and remote control units.,Cette sous-classe comprend les systèmes d'alarme et de sécurité; le matériel de contrôle de la circulation; et les systèmes d'intercommunication et de contrôle à distance.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621221,362122,Alarm and security systems,Systèmes d'alarme et de sécurité,Alarm and security systems.,Systèmes d'alarme et de sécurité.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621222,362122,Traffic control equipment,Matériel de contrôle de la circulation,Traffic control equipment.,Matériel de contrôle de la circulation.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621223,362122,Intercom systems and remote control units,Systèmes d'intercommunication et de contrôle à distance,Intercom systems and remote control units.,Systèmes d'intercommunication et de contrôle à distance.
4,Class (five-digit codes),Classe (codes à cinq chiffres),36213,362,Navigational and guidance instruments,Instruments de navigation et de guidage,This class comprises navigational and guidance instruments.,Cette classe comprend les instruments de navigation et de guidage.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362131,36213,Aeronautical and nautical navigational instruments,Instruments de navigation aéronautiques et nautiques,This subclass comprises aeronautical and nautical navigational instruments.,Cette sous-classe comprend les instruments de navigation aéronautiques et nautiques.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621311,362131,Aeronautical and nautical navigational instruments,Instruments de navigation aéronautiques et nautiques,Aeronautical and nautical navigational instruments.,Instruments de navigation aéronautiques et nautiques.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362132,36213,"Search, detection and guidance systems","Systèmes de recherche, de détection et de guidage","This subclass comprises search, detection and guidance systems.","Cette sous-classe comprend les systèmes de recherche, de détection et de guidage."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3621321,362132,"Search, detection and guidance systems","Systèmes de recherche, de détection et de guidage","Search, detection and guidance systems.","Systèmes de recherche, de détection et de guidage."
4,Class (five-digit codes),Classe (codes à cinq chiffres),36221,362,"Televisions and other audio and video equipment, and unrecorded media n.e.c.","Téléviseurs et autre matériel audio et vidéo, et supports non enregistrés n.c.a.","This class comprises televisions and other audio and video equipment (including speakers), as well as, unrecorded optical and magnetic media, and media n.e.c.","Cette classe comprend les téléviseurs et autre matériel audio et vidéo (y compris les haut-parleurs), ainsi que les supports optiques et magnétiques non enregistrés, et les supports n.c.a."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362211,36221,Audio speakers and public address systems,Haut-parleurs et systèmes de sonorisation publics,This subclass comprises audio speakers and public address systems.,Cette sous-classe comprend les haut-parleurs et les systèmes de sonorisation publics.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622111,362211,Audio speakers,Haut-parleurs,Audio speakers.,Haut-parleurs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622112,362211,Public address systems,Systèmes de sonorisation publics,Public address systems.,Systèmes de sonorisation publics.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362212,36221,Televisions and other audio and video equipment,Téléviseurs et autre matériel audio et vidéo,This subclass comprises televisions and other audio and video equipment.,Cette sous-classe comprend les téléviseurs et autre matériel audio et vidéo.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622121,362212,Automotive audio equipment,Matériel audio pour les automobiles,Automotive audio equipment.,Matériel audio pour les automobiles.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622124,362212,Television receivers,Récepteurs de télévision,Television receivers.,Récepteurs de télévision.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622125,362212,Other audio and video equipment,Autre matériel audio et vidéo,Other audio and video equipment.,Autre matériel audio et vidéo.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622126,362212,Parts and accessories for audio and video equipment (except printed circuit assemblies),Pièces et accessoires pour matériel audio et vidéo (sauf les assemblages de circuits imprimés),"Parts and accessories for audio and video equipment, except printed circuit assemblies.","Pièces et accessoires pour matériel audio et vidéo, sauf les assemblages de circuits imprimés."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),362213,36221,Unrecorded optical and magnetic media; and media n.e.c. (except flash media),Supports optiques et magnétiques non enregistrés; et supports n.c.a. (sauf les supports à mémoire flash),This subclass comprises unrecorded optical and magnetic media; and media n.e.c. (except flash media),Cette sous-classe comprend les supports optiques et magnétiques non enregistrés; et les supports n.c.a. (sauf les supports à mémoire flash)
6,Detail (seven-digit codes),Détail (codes à sept chiffres),3622131,362213,Unrecorded optical and magnetic media; and media n.e.c. (except flash media),Supports optiques et magnétiques non enregistrés; et supports n.c.a. (sauf les supports à mémoire flash),Unrecorded optical and magnetic media; and media n.e.c. (except flash media),Supports optiques et magnétiques non enregistrés; et supports n.c.a. (sauf les supports à mémoire flash)
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C183,C18,"Other electronic and electrical machinery, equipment and parts","Autres appareils, matériel et pièces électroniques et électriques",,
