Level/Niveau,Hierarchical structure,Structure hiérarchique,Code,Parent ,Class title,Titres de classes,Class definition,Définitions de la classe
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461113,146111,Hydro-electricity,Hydro-électricité,Electric power generated from a plant in which turbine generators are driven by flowing water.,Énergie électrique générée dans une centrale dont les turbines sont actionnées par un courant d'eau.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461114,146111,Tidal electricity,Électricité marémotrice,Electric power generated from a plant in which turbine generators are driven from tidal movements.,Énergie électrique générée dans une centrale dont les turbines sont actionnées par l'effet de la marée.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461115,146111,Wind electricity,Électricité éolienne,Electric power generated from a plant in which the prime mover is a wind turbine. Electric power is generated by the conversion of wind power into mechanical energy.,Énergie électrique générée dans une centrale où la principale force motrice est une éolienne. L'énergie électrique est générée par la conversion de l'énergie éolienne en énergie mécanique.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461116,146111,Solar electricity,Électricité solaire,Electricity generated using photovoltaic (PV) technology which converts sunlight into electricity.,Électricité générée par l'utilisation d'une technologie photovoltaïque (PV) par conversion de la lumière naturelle du soleil en électricité.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461117,146111,Wave electricity,Électricité houlomotrice,Electricity generated from mechanical energy derived from wave motion.,Électricité générée à partir d'une source mécanique entraînée par le mouvement des vagues.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461118,146111,Geothermal electricity,Électricité géothermique,"Electricity generated from heat emitted from within the earth's crust, usually in the form of hot water or steam.","Électricité générée à partir de la chaleur émanant de la croûte terrestre, habituellement sous forme d'eau chaude ou de vapeur."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1461119,146111,Other forms of electricity,Autres formes d'électricité,Electricity generated from other non-combustible methods.,Électricité générée à partir d'autres méthodes non combustibles.
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C126,C12,Refined petroleum energy products,Produits pétroliers raffinés pour combustibles,,
3,Group (three-digit codes),Groupe (codes à trois chiffres),261,C126,Refined petroleum energy products (including liquid biofuels),Produits pétroliers raffinés pour combustibles (y compris les biocombustibles liquides),"This group comprises refined petroleum energy products, and liquid biofuels.",Ce groupe comprend les produits pétroliers raffinés pour combustibles et les biocombustibles liquides.
4,Class (five-digit codes),Classe (codes à cinq chiffres),26111,261,Coke and other coke oven products,Coke et autres produits de fours à coke,"This class comprises coke and other coke oven products (coal products). Coal products can be derived directly or indirectly from various classes of coal by carbonization or pyrolysis processes, by the aggregation of finely divided coal or by chemical reactions with oxidizing agents, including water.","Cette classe comprend le coke et les autres produits de fours à coke (produits du charbon). Les produits du charbon peuvent être dérivés directement ou indirectement de différentes classes de charbon, à partir d'un processus de carbonisation ou de pyrolyse, de l'agrégation de charbon finement divisé, ou d'une réaction chimique avec des agents oxydants, y compris l'eau."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261111,26111,Coke and other coke oven products,Coke et autres produits de fours à coke,"This subclass comprises coke and other coke oven products (coal products). Coal products can be derived directly or indirectly from various classes of coal by carbonization or pyrolysis processes, by the aggregation of finely divided coal or by chemical reactions with oxidizing agents, including water.","Cette sous-classe comprend le coke et les autres produits de fours à coke (produits du charbon). Les produits du charbon peuvent être dérivés directement ou indirectement de différentes classes de charbon, à partir d'un processus de carbonisation ou de pyrolyse, de l'agrégation de charbon finement divisé, ou d'une réaction chimique avec des agents oxydants, y compris l'eau."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2611111,261111,Coal coke,Coke de charbon,"Coal fuel with high carbon content, made by heating coal at high temperature.","Combustible au charbon à teneur élevée en carbone, fabriqué en chauffant le charbon à haute température."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2611112,261111,Petroleum coke,Coke de pétrole,By product of the crude oil refining process delivered from oil refinery coker. Petroleum coke is a solid carbon material that resembles coal.,Sous-produit du processus de raffinage du pétrole brut dérivé des unités de cokéfaction d'une raffinerie de pétrole. Le coke de pétrole est une matière carbonée solide dont l'apparence est similaire à celle du charbon.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2611113,261111,Other coke oven products,Autres produits de fours à coke,Other coke oven products.,Autres produits de fours à coke.
4,Class (five-digit codes),Classe (codes à cinq chiffres),26121,261,Motor gasoline (including blending components and ethanol fuel),Essence à moteur (y compris les composants de mélange à essence et le carburant à l'éthanol),"This class comprises all gasoline type fuels for internal combustion engines (except aircraft engines), including motor gasoline blending components and ethanol fuel.","Cette classe comprend le carburant de type essence utilisé dans les moteurs à combustion interne (sauf les moteurs d'aéronefs), y compris les composants de mélange à essence et le carburant à l'éthanol."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261211,26121,"Finished motor gasoline (except for aircraft, and ethanol fuel)","Essence à moteur finie (sauf pour les moteurs d'aéronefs, et le carburant à l'éthanol)","This subclass comprises finished gasoline type fuels for internal combustion engines (except for aircraft, and ethanol fuel). Finished motor gasoline is a complex mixture of relatively volatile hydrocarbons with or without small quantities of additives, blended to form a fuel suitable for use in spark-ignition engines (except aircraft engines). Gasoline grades are based on octane ratings which indicate how much the fuel can be compressed before it spontaneously ignites.","Cette sous-classe comprend le carburant fini de type essence utilisé dans les moteurs à combustion interne (sauf pour les moteurs d'aéronefs, et le carburant à l'éthanol). L'essence automobile finie est un mélange complexe de plus ou moins d'hydrocarbures volatils avec ou non de petites quantités d'additifs, mélangée pour former un carburant convenable pour utilisation dans les moteurs à étincelles (sauf les moteurs d'aéronefs). Les catégories d'essence sont basées sur les taux d'octane qui indiquent dans quelle mesure l'essence peut être comprimée avant de s'enflammer spontanément."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612111,261211,"Finished motor gasoline, premium","Essence à moteur finie, super","Finished gasoline type fuels of premium grade, for internal combustion engines (except for aircraft, and ethanol fuel).","Carburant fini de type essence de grade supérieur (super), utilisé dans les moteurs à combustion interne (sauf pour les moteurs d'aéronefs, et le carburant à l'éthanol)."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612112,261211,"Finished motor gasoline, mid-grade","Essence à moteur finie, intermédiaire","Finished gasoline type fuels of mid-grade, for internal combustion engines (except for aircraft, and ethanol fuel).","Carburant fini de type essence de grade intermédiaire, utilisé dans les moteurs à combustion interne (sauf pour les moteurs d'aéronefs, et le carburant à l'éthanol)."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612113,261211,"Finished motor gasoline, regular","Essence à moteur finie, ordinaire","Finished gasoline type fuels of regular grade (non-leaded and leaded), for internal combustion engines (except for aircraft, and ethanol fuel).","Carburant fini de type essence de grade ordinaire (sans et avec plomb), utilisé dans les moteurs à combustion interne (sauf pour les moteurs d'aéronefs, et le carburant à l'éthanol)."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261212,26121,Motor gasoline blending components,Composants de mélange à essence à moteur,"This subclass comprises naphthas (for example, straight-run gasoline, alkylate, reformate, benzene, toluene, xylene) used for blending or compounding into finished motor gasoline. These components include reformulated gasoline blendstock for oxygenate blending.","Cette sous-classe comprend les naphtes (par exemple, essence de distillation directe, alkylat, reformat, benzène, toluène, xylène) utilisés pour le mélange ou la composition d'essence finie d'automobile. Ces composants comprennent l'essence de base reformulée destinée à être mélangée à des composés oxygénés."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612121,261212,Motor gasoline blending components,Composants de mélange à essence à moteur,"Naphthas (for example, straight-run gasoline, alkylate, reformate, benzene, toluene, xylene) used for blending or compounding into finished motor gasoline. These components include reformulated gasoline blendstock for oxygenate blending.","Naphtes (par exemple, essence de distillation directe, alkylat, reformat, benzène, toluène, xylène) utilisés pour le mélange ou la composition d'essence finie d'automobile. Ces composants comprennent l'essence de base reformulée destinée à être mélangée à des composés oxygénés."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261213,26121,Ethanol fuel and other biofuels (except biodiesel and aviation biofuel),Carburant éthanol et autres biocarburants (sauf le biodiesel et le biocarburant aviation),This subclass comprises anhydrous denatured aliphatic alcohol intended for gasoline blending; and other biofuels (except biodiesel and aviation biofuel).,Cette sous-classe comprend l'alcool aliphatique anhydre dénaturé destiné à être mélangé à l'essence; et autres biocarburants (sauf le biodiesel et le biocarburant aviation).
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612131,261213,Ethanol fuel,Carburant à l'éthanol,Anhydrous denatured aliphatic alcohol intended for gasoline blending.,Alcool aliphatique anhydre dénaturé destiné à être mélangé à l'essence.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612132,261213,Other biofuels (except biodiesel and aviation biofuel),Autres biocarburants (sauf le biodiesel et le biocarburant aviation),Other biofuels (except biodiesel and aviation biofuel).,Autres biocarburants (sauf le biodiesel et le biocarburant aviation).
4,Class (five-digit codes),Classe (codes à cinq chiffres),26122,261,Diesel and biodiesel fuels,Carburants diesel et biodiesel,"This class comprises fuel that requires fewer distillation steps than gasoline and used for diesel engines (including any fuel-biodiesel blends and ultra-low-sulfur diesel), and non-petroleum-based diesel fuel made from vegetable oil or animal fat.","Cette classe comprend le carburant nécessitant moins d'étapes de distillation que l'essence, utilisé dans les moteurs diesels (y compris les mélanges de carburant-biodiesel et le carburant diesel à très faible teneur en soufre), et le carburant diesel sans pétrole obtenu par transformation d'huiles végétales ou de gras animaux."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261221,26122,Diesel fuel,Carburant diesel,"This subclass comprises fuel that requires fewer distillation steps than gasoline and used for diesel engines, including any fuel-biodiesel blends and ultra-low-sulfur diesel.","Cette sous-classe comprend le carburant nécessitant moins d'étapes de distillation que l'essence, utilisé dans les moteurs diesels, y compris les mélanges de carburant-biodiesel et le carburant diesel à très faible teneur en soufre."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612211,261221,Diesel fuel,Carburant diesel,"Fuel that requires fewer distillation steps than gasoline and used for diesel engines, including any fuel-biodiesel blends and ultra-low-sulfur diesel.","Carburant nécessitant moins d'étapes de distillation que l'essence, utilisé dans les moteurs diesels, y compris les mélanges de carburant-biodiesel et le carburant diesel à très faible teneur en soufre."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261222,26122,Biodiesel fuel,Carburant biodiesel,This subclass comprises non-petroleum-based diesel fuel made from vegetable oil or animal fat.,Cette sous-classe comprend le carburant diesel sans pétrole obtenu par transformation d'huiles végétales ou de gras animaux.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612221,261222,Biodiesel fuel,Carburant biodiesel,Non-petroleum-based diesel fuel made from vegetable oil or animal fat.,Carburant diesel sans pétrole obtenu par transformation d'huiles végétales ou de gras animaux.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2612222,261222,Other renewable diesel fuels,Autres carburants diesel renouvelables,Other renewable diesel fuels.,Autres carburants diesel renouvelables.
4,Class (five-digit codes),Classe (codes à cinq chiffres),26131,261,Aviation fuel,Carburant d'aviation,This class comprises jet fuel and aviation gasoline.,Cette classe comprend le carburéacteur et l'essence d'aviation.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261311,26131,Aviation gasoline,Essence d'aviation,This subclass comprises gasoline type fuels with additives prepared especially for aviation piston engines.,Cette sous-classe comprend le carburant de type essence contenant des additifs préparés expressément pour les moteurs d'avion à pistons.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613111,261311,Aviation gasoline,Essence d'aviation,Gasoline type fuels with additives prepared especially for aviation piston engines.,Carburant de type essence contenant des additifs préparés expressément pour les moteurs d'avion à pistons.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261312,26131,Jet fuel,Carburéacteur,This subclass comprises aviation turbo fuel of kerosene and naphtha types.,Cette sous-classe comprend le carburéacteur de type kérosène et de type naphte.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613121,261312,"Aviation turbo fuel, kerosene type",Carburéacteur de type kérosène,Kerosene type fuels for turbo-jet (gas turbine) or straight jet type aircraft engines.,Carburant de type kérosène utilisé dans les turboréacteurs (réacteurs à turbine à gaz) ou les propulseurs à réaction directe.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613122,261312,"Aviation turbo fuel, naphtha type",Carburéacteur de type naphte,Naphtha type fuels for turbo-jet (gas turbine) or straight jet type aircraft engines.,Carburant de type naphte utilisé dans les turboréacteurs (réacteurs à turbine à gaz) ou les propulseurs à réaction directe.
4,Class (five-digit codes),Classe (codes à cinq chiffres),26132,261,Light fuel oils,Mazout léger,"This class comprises kerosene and light fuel oils, except jet fuel and diesel.","Cette classe comprend le kérosène et le mazout léger, sauf le carburéacteur et le carburant diesel."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261321,26132,Kerosene (except jet fuel),Kérosène (sauf le carburéacteur),"This subclass comprises light petroleum distillate used in space heaters, cook stoves and water heaters and is suitable for use in wick-fed lamps, except jet fuel.","Cette sous-classe comprend le distillat de pétrole léger utilisé dans les radiateurs d'appoint, les cuisinières et les chauffe-eau et qui peut être utilisé dans les lampes à mèche, sauf le carburéacteur."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613211,261321,Kerosene (except jet fuel and stove oil),Kérosène (sauf le carburéacteur et le mazout pour poêles),"Light petroleum distillate used in space heaters, cook stoves and water heaters and is suitable for use in wick-fed lamps, except jet fuel and stove oil.","Distillat de pétrole léger utilisé dans les radiateurs d'appoint, les cuisinières et les chauffe-eau et qui peut être utilisé dans les lampes à mèche, sauf le carburéacteur et le mazout pour poêles."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613212,261321,Stove oil,Mazout pour poêles,"Grades of kerosene used in vaporizing pot-type burners, range or stove.","Catégories de kérosène utilisées dans les poêles, cuisinières et fours à vaporisation de type pot."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261322,26132,Light fuel oils (except kerosene and diesel),Mazout léger (sauf le kérosène et le carburant diesel),This subclass comprises crude oil distillate used mostly for the production of heat in domestic and small commercial liquid-fuel burning equipment.,Cette sous-classe comprend le distillat de pétrole brut utilisé principalement pour la production de chaleur dans les équipements domestiques et les petits équipements commerciaux alimentés par combustible liquide.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613221,261322,Light fuel oils (except kerosene and diesel),Mazout léger (sauf le kérosène et le carburant diesel),Crude oil distillate used mostly for the production of heat in domestic and small commercial liquid-fuel burning equipment.,Distillat de pétrole brut utilisé principalement pour la production de chaleur dans les équipements domestiques et les petits équipements commerciaux alimentés par combustible liquide.
4,Class (five-digit codes),Classe (codes à cinq chiffres),26133,261,Heavy fuel oils,Mazout lourd,"This class comprises grades of residual type fuels usually used for steam and electric power generation and diesel motors, including those with low sulphur content.","Cette classe comprend les catégories de combustibles résiduels principalement utilisées pour la génération de vapeur, la production d'énergie électrique ainsi que pour les moteurs diesels, y compris les combustibles à faible teneur en soufre."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),261331,26133,Heavy fuel oils,Mazout lourd,"This subclass comprises grades of residual type fuels usually used for steam and electric power generation and diesel motors, including those with low sulphur content.","Cette sous-classe comprend les catégories de combustibles résiduels principalement utilisées pour la génération de vapeur, la production d'énergie électrique ainsi que pour les moteurs diesels, y compris les combustibles à faible teneur en soufre."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),2613311,261331,Heavy fuel oils,Mazout lourd,"Grades of residual type fuels usually used for steam and electric power generation and diesel motors, including those with low sulphur content.","Catégories de combustibles résiduels principalement utilisées pour la génération de vapeur, la production d'énergie électrique ainsi que pour les moteurs diesels, y compris les combustibles à faible teneur en soufre."
1,Section (three-digit alpha numeric codes),Section (codes à trois caractères alpha numériques),C13,,Metal ores and non-metallic minerals,Minerais et minéraux non métalliques,,
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C131,C13,Metal ores and concentrates,Minerais et concentrés de métaux,,
3,Group (three-digit codes),Groupe (codes à trois chiffres),151,C131,Iron ores and concentrates,Minerais et concentrés de fer,This group comprises iron ores and concentrates.,Ce groupe comprend les minerais et concentrés de fer.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15111,151,Iron ores and concentrates,Minerais et concentrés de fer,This class comprises iron ores and concentrates.,Cette classe comprend les minerais et concentrés de fer.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),151111,15111,Iron ores and concentrates,Minerais et concentrés de fer,This subclass comprises iron ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de fer.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1511111,151111,Iron ores and concentrates,Minerais et concentrés de fer,Iron ores and concentrates.,Minerais et concentrés de fer.
3,Group (three-digit codes),Groupe (codes à trois chiffres),152,C131,Copper ores and concentrates,Minerais et concentrés de cuivre,This group comprises copper ores and concentrates.,Ce groupe comprend les minerais et concentrés de cuivre.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15211,152,Copper ores and concentrates,Minerais et concentrés de cuivre,This class comprises copper ores and concentrates.,Cette classe comprend les minerais et concentrés de cuivre.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),152111,15211,Copper ores and concentrates,Minerais et concentrés de cuivre,This subclass comprises copper ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de cuivre.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1521111,152111,Copper ores and concentrates,Minerais et concentrés de cuivre,Copper ores and concentrates.,Minerais et concentrés de cuivre.
3,Group (three-digit codes),Groupe (codes à trois chiffres),153,C131,Nickel ores and concentrates,Minerais et concentrés de nickel,This group comprises nickel ores and concentrates.,Ce groupe comprend les minerais et concentrés de nickel.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15311,153,Nickel ores and concentrates,Minerais et concentrés de nickel,This class comprises nickel ores and concentrates.,Cette classe comprend les minerais et concentrés de nickel.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),153111,15311,Nickel ores and concentrates,Minerais et concentrés de nickel,This subclass comprises nickel ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de nickel.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1531111,153111,Nickel ores and concentrates,Minerais et concentrés de nickel,Nickel ores and concentrates.,Minerais et concentrés de nickel.
3,Group (three-digit codes),Groupe (codes à trois chiffres),154,C131,Radioactive ores and concentrates,Minerais et concentrés radioactifs,This group comprises radioactive ores and concentrates.,Ce groupe comprend les minerais et concentrés radioactifs.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15411,154,Radioactive ores and concentrates,Minerais et concentrés radioactifs,This class comprises radioactive ores and concentrates.,Cette classe comprend les minerais et concentrés radioactifs.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),154111,15411,Radioactive ores and concentrates,Minerais et concentrés radioactifs,This subclass comprises radioactive ores and concentrates.,Cette sous-classe comprend les minerais et concentrés radioactifs.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1541111,154111,Radioactive ores and concentrates,Minerais et concentrés radioactifs,Radioactive ores and concentrates.,Minerais et concentrés radioactifs.
3,Group (three-digit codes),Groupe (codes à trois chiffres),155,C131,Other metal ores and concentrates,Autres minerais et concentrés de métaux,This group comprises other metal ores and concentrates.,Ce groupe comprend les autres minerais et concentrés de métaux.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15511,155,"Gold, silver, and platinum group metal ores and concentrates","Minerais et concentrés d'or, d'argent et de métaux du groupe du platine","This class comprises gold, silver, and platinum group metal ores and concentrates.","Cette classe comprend les minerais et concentrés d'or, d'argent et de métaux du groupe du platine."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155111,15511,"Gold ores, concentrates and mill bullion",Minerais et concentrés d'or et lingots d'usine de concentration de l'or,"This subclass comprises gold ores, concentrates and mill bullion.",Cette sous-classe comprend les minerais et concentrés d'or et les lingots d'usine de concentration de l'or.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1551111,155111,"Gold ores, concentrates and mill bullion",Minerais et concentrés d'or et lingots d'usine de concentration de l'or,"Gold ores, concentrates and mill bullion.",Minerais et concentrés d'or et lingots d'usine de concentration de l'or.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155112,15511,"Silver ores, concentrates and mill bullion",Minerais et concentrés d'argent et lingots d'usine de concentration de l'argent,"This subclass comprises silver ores, concentrates and mill bullion.",Cette sous-classe comprend les minerais et concentrés d'argent et les lingots d'usine de concentration de l'argent.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1551121,155112,"Silver ores, concentrates and mill bullion",Minerais et concentrés d'argent et lingots d'usine de concentration de l'argent,"Silver ores, concentrates and mill bullion.",Minerais et concentrés d'argent et lingots d'usine de concentration de l'argent.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155113,15511,Platinum group metal ores and concentrates,Minerais et concentrés de métaux du groupe du platine,This subclass comprises platinum group metal ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de métaux du groupe du platine.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1551131,155113,Platinum group metal ores and concentrates,Minerais et concentrés de métaux du groupe du platine,Platinum group metal ores and concentrates.,Minerais et concentrés de métaux du groupe du platine.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15521,155,Bauxite and aluminum oxide,Bauxite et oxyde d'aluminium,This class comprises bauxite and aluminum oxide.,Cette classe comprend la bauxite et l'oxyde d'aluminium.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155211,15521,Bauxite and natural alumina,Bauxite et alumine naturelle,This subclass comprises bauxite and natural alumina.,Cette sous-classe comprend la bauxite et l'alumine naturelle.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552111,155211,Bauxite and natural alumina,Bauxite et alumine naturelle,Bauxite and natural alumina.,Bauxite et alumine naturelle.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155212,15521,Refined aluminum oxide,Oxyde d'aluminium raffiné,This subclass comprises refined aluminum oxide.,Cette sous-classe comprend l'oxyde d'aluminium raffiné.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552121,155212,Refined aluminum oxide,Oxyde d'aluminium raffiné,Refined aluminum oxide.,Oxyde d'aluminium raffiné.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15522,155,Lead and zinc ores and concentrates,Minerais et concentrés de plomb et de zinc,This class comprises lead and zinc ores and concentrates.,Cette classe comprend les minerais et concentrés de plomb et de zinc.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155221,15522,Lead ores and concentrates,Minerais et concentrés de plomb,This subclass comprises lead ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de plomb.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552211,155221,Lead ores and concentrates,Minerais et concentrés de plomb,Lead ores and concentrates.,Minerais et concentrés de plomb.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155222,15522,Zinc ores and concentrates,Minerais et concentrés de zinc,This subclass comprises zinc ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de zinc.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552221,155222,Zinc ores and concentrates,Minerais et concentrés de zinc,Zinc ores and concentrates.,Minerais et concentrés de zinc.
4,Class (five-digit codes),Classe (codes à cinq chiffres),15523,155,"Other metal ores and concentrates, n.e.c.","Autres minerais et concentrés de métaux, n.c.a.","This class comprises other metal ores and concentrates, n.e.c.","Cette classe comprend les autres minerais et concentrés de métaux, n.c.a."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155231,15523,Ferro-alloy ores and concentrates,Minerais et concentrés de ferro-alliages,This subclass comprises ferro-alloy ores and concentrates.,Cette sous-classe comprend les minerais et concentrés de ferro-alliages.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552311,155231,Ferro-alloy ores and concentrates,Minerais et concentrés de ferro-alliages,Ferro-alloy ores and concentrates.,Minerais et concentrés de ferro-alliages.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),155232,15523,"Other miscellaneous metal ores and concentrates, n.e.c.","Autres minerais et concentrés de métaux divers, n.c.a.","This subclass comprises other miscellaneous metal ores and concentrates, n.e.c.","Cette sous-classe comprend les autres minerais et concentrés de métaux divers, n.c.a."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552321,155232,Cobalt ores and concentrates,Minerais et concentrés de cobalt,Cobalt ores and concentrates.,Minerais et concentrés de cobalt.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1552322,155232,"Other miscellaneous metal ores and concentrates (except cobalt), n.e.c.","Autres minerais et concentrés de métaux divers (sauf le cobalt), n.c.a.","Other miscellaneous metal ores and concentrates, except cobalt, n.e.c.","Autres minerais et concentrés de métaux divers, sauf le cobalt, n.c.a."
2,Division (four-digit alpha numeric codes),Division (codes à quatre caractères alpha numériques),C132,C13,Non-metallic minerals,Minéraux non métalliques,,
3,Group (three-digit codes),Groupe (codes à trois chiffres),161,C132,Potash,Potasse,This group comprises potash.,Ce groupe comprend la potasse.
4,Class (five-digit codes),Classe (codes à cinq chiffres),16111,161,Potash,Potasse,This class comprises potash.,Cette classe comprend la potasse.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),161111,16111,Potash,Potasse,This subclass comprises potash.,Cette sous-classe comprend la potasse.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1611111,161111,Potash,Potasse,Potash.,Potasse.
3,Group (three-digit codes),Groupe (codes à trois chiffres),162,C132,"Stone, sand, gravel, clay, and refractory minerals","Pierre, sable, gravier, argile et minéraux réfractaires","This group comprises stone, sand, gravel, clay, and refractory minerals.","Ce groupe comprend la pierre, le sable, le gravier, l'argile et les minéraux réfractaires."
4,Class (five-digit codes),Classe (codes à cinq chiffres),16211,162,Stone,Pierre,This class comprises stone.,Cette classe comprend la pierre.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),162111,16211,Rough dimension stone,Pierre de taille grossière,This subclass comprises rough dimension stone.,Cette sous-classe comprend la pierre de taille grossière.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1621111,162111,Rough dimension stone,Pierre de taille grossière,Rough dimension stone.,Pierre de taille grossière.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),162112,16211,Crushed stone,Pierre concassée,This subclass comprises crushed stone.,Cette sous-classe comprend la pierre concassée.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1621121,162112,Crushed stone,Pierre concassée,Crushed stone.,Pierre concassée.
4,Class (five-digit codes),Classe (codes à cinq chiffres),16212,162,"Sand, gravel, clay, and refractory minerals","Sable, gravier, argile et minéraux réfractaires","This class comprises sand, gravel, clay, and refractory minerals.","Cette classe comprend le sable, le gravier, l'argile et les minéraux réfractaires."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),162121,16212,Construction sand and gravel,Sable et gravier de construction,"This subclass comprises sand and gravel that has not been further processed than crushing, washing or screening.","Cette sous-classe comprend le sable et le gravier qui n'ont pas subi de traitements autres que le concassage, le lavage et le passage à la claie."
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1621211,162121,Construction sand and gravel,Sable et gravier de construction,"Sand and gravel that has not been further processed than crushing, washing or screening.","Sable et gravier qui n'ont pas subi de traitements autres que le concassage, le lavage et le passage à la claie."
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),162122,16212,Industrial sand,Sable industriel,This subclass comprises industrial sand.,Cette sous-classe comprend le sable industriel.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1621221,162122,Industrial sand,Sable industriel,Industrial sand.,Sable industriel.
5,Subclass (six-digit codes),Sous-classe (codes à six chiffres),162123,16212,Clay and refractory minerals,Argile et minéraux réfractaires,"This subclass comprises clay, and refractory minerals.",Cette sous-classe comprend l'argile et les minéraux réfractaires.
6,Detail (seven-digit codes),Détail (codes à sept chiffres),1621231,162123,Clay and refractory minerals,Argile et minéraux réfractaires,"Clay, and refractory minerals.",Argile et minéraux réfractaires.
