Level,Hierarchical structure,Code,Parent,Code title,Superscript,Code definition
4,Detail,2412423,241242,Other treated wood products (including treated lumber),,"Other treated wood products, including treated lumber."
1,Group,251,,Pulp and paper,,This group comprises pulp and paper.
2,Class,25111,251,Wood chips,,"This class comprises wood chips, flakes and particles."
3,Subclass,251111,25111,Wood chips,,"This subclass comprises wood chips, flakes and particles."
4,Detail,2511111,251111,Softwood chips,,"Softwood chips, flakes and particles."
4,Detail,2511112,251111,Hardwood chips,,"Hardwood chips, flakes and particles."
2,Class,25112,251,Wood pulp,,"This class comprises wood pulp, non-wood pulp, and pulp mill by-products n.e.c."
3,Subclass,251121,25112,Special alpha and dissolving wood pulp,,This subclass comprises special alpha and dissolving wood pulp.
4,Detail,2511211,251121,Special alpha and dissolving wood pulp,,Special alpha and dissolving wood pulp.
3,Subclass,251122,25112,Sulphate softwood pulp (including soda),,"This subclass comprises softwood pulp made by sulphate pulping process (including sodium sulphite pulping process), except dissolving grades."
4,Detail,2511221,251122,Sulphate softwood pulp (including soda),,"Softwood pulp made by sulphate pulping process (including sodium sulphite pulping process), except dissolving grades."
3,Subclass,251123,25112,Sulphate hardwood pulp (including soda),,"This subclass comprises hardwood pulp made by sulphate pulping process (including sodium sulphite pulping process), except dissolving grades."
4,Detail,2511231,251123,Sulphate hardwood pulp (including soda),,"Hardwood pulp made by sulphate pulping process (including sodium sulphite pulping process), except dissolving grades."
3,Subclass,251124,25112,Other sulphite and chemical wood pulp,,"This subclass comprises other wood pulp made by sulphite process, except dissolving grades, and other chemical wood pulp."
4,Detail,2511241,251124,Other sulphite and chemical wood pulp,,"Other wood pulp made by sulphite process, except dissolving grades, and other chemical wood pulp."
3,Subclass,251125,25112,"Mechanical and semi-chemical wood pulp, and non-wood pulp",,"This subclass comprises mechanical and semi-chemical wood pulp, non-wood pulp, and pulp mill by-products n.e.c."
4,Detail,2511251,251125,Mechanical and semi-chemical wood pulp,,Wood pulp made by a mechanical or semi-chemical process.
4,Detail,2511252,251125,"Non-wood pulp, and pulp mill by-products n.e.c.",,"Pulp made from materials other than wood, and pulp mill by-products n.e.c."
2,Class,25121,251,Newsprint,,This class comprises newsprint.
3,Subclass,251211,25121,Newsprint,,This subclass comprises newsprint.
4,Detail,2512111,251211,Newsprint,,Newsprint.
2,Class,25122,251,Paper (except newsprint),,"This class comprises paper, except newsprint."
3,Subclass,251221,25122,Coated printing and coated converting paper,,This subclass comprises coated printing and coated converting paper.
4,Detail,2512211,251221,Coated printing paper,,Coated printing paper.
4,Detail,2512212,251221,Coated industrial converting paper,,Coated industrial converting paper.
3,Subclass,251222,25122,Uncoated freesheet paper,,This subclass comprises uncoated freesheet paper.
4,Detail,2512221,251222,Uncoated freesheet paper,,Uncoated freesheet paper.
3,Subclass,251223,25122,Uncoated groundwood paper,,This subclass comprises uncoated groundwood paper.
4,Detail,2512231,251223,Uncoated groundwood paper,,Uncoated groundwood paper.
3,Subclass,251224,25122,Tissue paper and other machine-creped paper,,This subclass comprises tissue paper and other machine-creped paper for converting.
4,Detail,2512241,251224,Tissue paper and other machine-creped paper,,Tissue paper and other machine-creped paper for converting.
3,Subclass,251225,25122,Other packaging and industrial converting paper,,This subclass comprises uncoated packaging and industrial converting paper.
4,Detail,2512251,251225,Unbleached kraft packaging and industrial converting paper,,Unbleached kraft packaging and industrial converting paper.
4,Detail,2512252,251225,Packaging and industrial converting paper (except coated paper and unbleached kraft),,"Packaging and industrial converting paper, except coated paper and unbleached kraft."
3,Subclass,251226,25122,"Paper (except newsprint), n.e.c.",,"This subclass comprises paper, except newsprint, n.e.c."
4,Detail,2512261,251226,"Bleached bristols, cotton fibre and thin paper, and special industrial paper (except for packaging)",,"Bleached bristols, cotton fibre and thin paper, and special industrial paper, except for packaging."
4,Detail,2512262,251226,Construction paper (except asphalt-coated felts),,"Paper for construction materials, except asphalt-coated felts."
2,Class,25123,251,Paperboard,,This class comprises paperboard.
3,Subclass,251231,25123,Recycled paperboard,,This subclass comprises recycled paperboard.
4,Detail,2512311,251231,Recycled paperboard,,Recycled paperboard.
3,Subclass,251232,25123,Kraft packaging and industrial converting paperboard,,This subclass comprises kraft packaging and industrial converting paperboard.
4,Detail,2512321,251232,Unbleached kraft packaging and industrial converting paperboard,,Unbleached kraft packaging and industrial converting paperboard.
4,Detail,2512322,251232,Bleached packaging and industrial converting paperboard,,Bleached packaging and industrial converting paperboard.
3,Subclass,251233,25123,Other paperboard,,This subclass comprises other paperboard.
4,Detail,2512331,251233,Semi-chemical paperboard (including corrugating medium),,"Semi-chemical paperboard, including corrugating medium."
4,Detail,2512332,251233,Other paperboard (including wet machine board),,"Other paperboard, including wet machine board."
1,Group,252,,Converted paper products (except for packaging),,"This group comprises converted paper products, except for packaging."
2,Class,25211,252,Paper office supplies,,This class comprises paper office supplies.
3,Subclass,252111,25211,Envelopes,,This subclass comprises envelopes.
4,Detail,2521111,252111,Envelopes,,Envelopes.
3,Subclass,252112,25211,Paper office supplies (except envelopes),,"This subclass comprises paper office supplies, except envelopes."
4,Detail,2521121,252112,Paper and paperboard office supplies,,Paper and paperboard office supplies.
4,Detail,2521122,252112,Other stationery and unprinted office supplies,,Other stationery and unprinted office supplies.
2,Class,25212,252,"Printed products, n.e.c.",,"This class comprises business forms and cheque books; and loose leaf binders, blank books and other printed products, including binder parts."
3,Subclass,252121,25212,Business forms and cheque books,,This subclass comprises business forms and cheque books.
4,Detail,2521211,252121,"Cheque books (including inserts and refills, but excluding those in continuous form and die-cut)",,"Cheque books, including inserts and refills, but excluding those in continuous form and die-cut."
4,Detail,2521212,252121,Manifold books and pegboard accounting systems,,Manifold books and pegboard accounting systems.
4,Detail,2521213,252121,"Unit set forms, loose or bound",,"Unit set forms, loose or bound."
4,Detail,2521214,252121,Custom continuous business forms,,Custom continuous business forms.
4,Detail,2521215,252121,Stock continuous business forms,,Stock continuous business forms.
3,Subclass,252122,25212,"Loose leaf binders, blank books and other printed products (including binder parts)",,"This subclass comprises loose leaf binders, blank books and other printed products, including binder parts."
4,Detail,2521221,252122,Blank books,,Blank books.
4,Detail,2521222,252122,"Loose leaf binders, inserts and parts (including time planners and scrapbooks)",,"Loose leaf binders, inserts and parts, including time planners and scrapbooks."
4,Detail,2521223,252122,"Printed tablets, writing pads, and related products",,"Printed tablets, writing pads, and related products."
4,Detail,2521224,252122,"Other printed products, n.e.c.",,"Other printed products, n.e.c."
2,Class,25213,252,Disposable diapers and feminine hygiene products,,This class comprises disposable diapers and feminine hygiene products.
3,Subclass,252131,25213,Disposable diapers and feminine hygiene products,,This subclass comprises disposable diapers and feminine hygiene products.
4,Detail,2521311,252131,Disposable diapers and feminine hygiene products,,Disposable diapers and feminine hygiene products.
2,Class,25214,252,Sanitary paper products,,This class comprises sanitary paper products.
3,Subclass,252141,25214,Facial tissues,,This subclass comprises facial tissues.
4,Detail,2521411,252141,Facial tissues,,Facial tissues.
3,Subclass,252142,25214,Toilet paper,,This subclass comprises toilet paper.
4,Detail,2521421,252142,Toilet paper,,Toilet paper.
3,Subclass,252143,25214,Paper towels,,This subclass comprises paper towels.
4,Detail,2521431,252143,Paper towels,,Paper towels.
3,Subclass,252144,25214,Paper napkins and other sanitary paper products,,"This subclass comprises paper napkins, and other sanitary paper products."
4,Detail,2521441,252144,Paper napkins and other sanitary paper products,,"Paper napkins, and other sanitary paper products."
2,Class,25215,252,Other converted paper products (except for packaging),,"This class comprises wallpaper; other coated and treated paper and paperboard; and other converted paper and laminated products, except for packaging."
3,Subclass,252151,25215,Wallpaper,,This subclass comprises wallpaper made of all materials.
4,Detail,2521511,252151,Wallpaper,,Wallpaper made of all materials.
3,Subclass,252152,25215,Other coated and treated paper and paperboard,,This subclass comprises other coated and treated paper and paperboard.
4,Detail,2521521,252152,Laminated foil for non-packaging applications,,Laminated foil for non-packaging applications.
