Level,Code,Code title,Element Type Label English,Element Description English
1,111,Live animals,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
1,111,Live animals,Exclusion(s),"live fish, crustaceans and shellfish (See 121111 Live fish, crustaceans and shellfish)"
4,1111111,Cattle,Illustrative example(s),live beef cows
4,1111111,Cattle,Illustrative example(s),"live beef heifers for herd replacement, 1 year and over"
4,1111111,Cattle,Illustrative example(s),live beef heifers for slaughter
4,1111111,Cattle,Illustrative example(s),live dairy cattle for slaughter
4,1111111,Cattle,Illustrative example(s),live dairy cows
4,1111111,Cattle,Illustrative example(s),"live dairy heifers for herd replacement, 1 year and over"
4,1111111,Cattle,Illustrative example(s),live feeder cattle
4,1111111,Cattle,Illustrative example(s),live steers
4,1111111,Cattle,Illustrative example(s),pure-bred beef cattle for breeding
4,1111111,Cattle,Illustrative example(s),pure-bred dairy cattle for breeding
4,1111111,Cattle,All examples,cattle
4,1111111,Cattle,All examples,dual purpose cattle breeds if main production is for dairy
4,1111111,Cattle,All examples,dual purpose cattle breeds if main production is for meat
4,1111111,Cattle,All examples,"live beef bulls for breeding, 1 year and over"
4,1111111,Cattle,All examples,live beef cattle
4,1111111,Cattle,All examples,live beef cows
4,1111111,Cattle,All examples,"live beef heifers for herd replacement, 1 year and over"
4,1111111,Cattle,All examples,live beef heifers for slaughter
4,1111111,Cattle,All examples,live bulls for slaughter
4,1111111,Cattle,All examples,live cattle
4,1111111,Cattle,All examples,live cattle for feeding
4,1111111,Cattle,All examples,live cattle for slaughter
4,1111111,Cattle,All examples,live cows for slaughter
4,1111111,Cattle,All examples,"live dairy bulls for breeding, 1 year and over"
4,1111111,Cattle,All examples,live dairy cattle
4,1111111,Cattle,All examples,live dairy cattle for slaughter
4,1111111,Cattle,All examples,live dairy cows
4,1111111,Cattle,All examples,"live dairy heifers for herd replacement, 1 year and over"
4,1111111,Cattle,All examples,live feeder cattle
4,1111111,Cattle,All examples,live heifers for feeding
4,1111111,Cattle,All examples,live heifers for slaughter
4,1111111,Cattle,All examples,live steers
4,1111111,Cattle,All examples,live steers for feeding
4,1111111,Cattle,All examples,live steers for slaughter
4,1111111,Cattle,All examples,other live cattle
4,1111111,Cattle,All examples,other live cattle for feeding
4,1111111,Cattle,All examples,pure-bred beef cattle for breeding
4,1111111,Cattle,All examples,pure-bred dairy cattle for breeding
4,1111111,Cattle,Exclusion(s),"buffalo, beefalo and cattalo (See 1111431 Other live animals for meat and for hair)"
4,1111112,Calves,Illustrative example(s),live beef calves under 1 year
4,1111112,Calves,Illustrative example(s),live dairy calves under 1 year
4,1111112,Calves,All examples,calves
4,1111112,Calves,All examples,live beef calves under 1 year
4,1111112,Calves,All examples,live calves
4,1111112,Calves,All examples,live calves for feeding
4,1111112,Calves,All examples,live calves for slaughter
4,1111112,Calves,All examples,live dairy calves under 1 year
4,1111112,Calves,All examples,other live calves
4,1111211,Hogs for breeding,Illustrative example(s),live boars for breeding
4,1111211,Hogs for breeding,Illustrative example(s),live gilts for breeding
4,1111211,Hogs for breeding,Illustrative example(s),live pure-bred hogs for breeding
4,1111211,Hogs for breeding,Illustrative example(s),live sows for breeding
4,1111211,Hogs for breeding,All examples,hogs for breeding
4,1111211,Hogs for breeding,All examples,live boars for breeding
4,1111211,Hogs for breeding,All examples,live gilts for breeding
4,1111211,Hogs for breeding,All examples,live hogs for breeding
4,1111211,Hogs for breeding,All examples,live pure-bred hogs for breeding
4,1111211,Hogs for breeding,All examples,live sows for breeding
4,1111212,Nursing and weaner hogs,Illustrative example(s),live nursery pigs
4,1111212,Nursing and weaner hogs,Illustrative example(s),live starter pigs
4,1111212,Nursing and weaner hogs,Illustrative example(s),live suckling pigs
4,1111212,Nursing and weaner hogs,Illustrative example(s),live weanling pigs
4,1111212,Nursing and weaner hogs,All examples,live nursery pigs
4,1111212,Nursing and weaner hogs,All examples,live nursing and weaner hogs
4,1111212,Nursing and weaner hogs,All examples,live nursing hogs
4,1111212,Nursing and weaner hogs,All examples,live starter pigs
4,1111212,Nursing and weaner hogs,All examples,live suckling pigs
4,1111212,Nursing and weaner hogs,All examples,"live suckling, weanling and starter pigs"
4,1111212,Nursing and weaner hogs,All examples,live weaner hogs
4,1111212,Nursing and weaner hogs,All examples,live weanling pigs
4,1111213,Market hogs,Illustrative example(s),live market hogs
4,1111213,Market hogs,All examples,live market hogs
4,1111213,Market hogs,All examples,live market pigs
4,1111213,Market hogs,All examples,live market pigs weighting between 54 kg to 81 kg
4,1111213,Market hogs,All examples,live market pigs weighting less than 54 kg
4,1111213,Market hogs,All examples,live market pigs weighting over 81 kg
4,1111213,Market hogs,All examples,live pigs for slaughter
2,11113,Poultry,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
3,111131,Chickens,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
3,111131,Chickens,Exclusion(s),live chicks (See 1111331 Chicks)
4,1111311,Chickens for breeding,Illustrative example(s),live breeder hens
4,1111311,Chickens for breeding,Illustrative example(s),live breeders for broiler chickens
4,1111311,Chickens for breeding,Illustrative example(s),live breeders for layer chickens
4,1111311,Chickens for breeding,Illustrative example(s),live cock for breeding
4,1111311,Chickens for breeding,Illustrative example(s),live cockerel for breeding
4,1111311,Chickens for breeding,All examples,chickens for breeding
4,1111311,Chickens for breeding,All examples,live breeder hens
4,1111311,Chickens for breeding,All examples,live breeders for broiler chickens
4,1111311,Chickens for breeding,All examples,live breeders for layer chickens
4,1111311,Chickens for breeding,All examples,live chickens for breeding
4,1111311,Chickens for breeding,All examples,live cock for breeding
4,1111311,Chickens for breeding,All examples,live cockerel for breeding
4,1111311,Chickens for breeding,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
4,1111311,Chickens for breeding,Exclusion(s),live chicks (See 1111331 Chicks)
4,1111312,Hens and pullets for laying eggs,All examples,hens and pullets for laying eggs
4,1111312,Hens and pullets for laying eggs,All examples,live hens and pullets for laying eggs
4,1111312,Hens and pullets for laying eggs,Exclusion(s),live chicks (See 1111331 Chicks)
4,1111312,Hens and pullets for laying eggs,Exclusion(s),live laying hens for breeding (See 1111311 Chickens for breeding)
4,1111313,Chickens for meat,Illustrative example(s),live broilers for meat
4,1111313,Chickens for meat,Illustrative example(s),live capons for meat
4,1111313,Chickens for meat,Illustrative example(s),live cocks and live roosters for meat
4,1111313,Chickens for meat,Illustrative example(s),live hens for meat
4,1111313,Chickens for meat,All examples,chickens for meat
4,1111313,Chickens for meat,All examples,live broilers for meat
4,1111313,Chickens for meat,All examples,live capons for meat
4,1111313,Chickens for meat,All examples,live chickens for meat
4,1111313,Chickens for meat,All examples,live cocks and live roosters for meat
4,1111313,Chickens for meat,All examples,live Cornish hens for meat
4,1111313,Chickens for meat,All examples,live heavies for meat
4,1111313,Chickens for meat,All examples,live hens for meat
4,1111313,Chickens for meat,All examples,live roasters for meat
4,1111313,Chickens for meat,All examples,live stewing hens
4,1111313,Chickens for meat,All examples,stewing hens
4,1111313,Chickens for meat,Inclusion(s),stewing hens
4,1111313,Chickens for meat,Exclusion(s),live chicks (See 1111331 Chicks)
4,1111313,Chickens for meat,Exclusion(s),live meat-producing chickens for breeding (See 1111311 Chickens for breeding)
3,111132,Turkeys,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
3,111132,Turkeys,Exclusion(s),live poults (See 1111332 Poults)
4,1111321,Turkeys for breeding,All examples,live turkeys for breeding
4,1111321,Turkeys for breeding,All examples,turkeys for breeding
4,1111321,Turkeys for breeding,Exclusion(s),eggs in shell for hatcheries (See 1161112 Eggs in shell for hatcheries)
4,1111321,Turkeys for breeding,Exclusion(s),live poults (See 1111332 Poults)
4,1111322,Turkeys for meat,All examples,live turkeys for meat
4,1111322,Turkeys for meat,All examples,turkeys for meat
4,1111322,Turkeys for meat,Exclusion(s),live poults (See 1111332 Poults)
4,1111331,Chicks,Illustrative example(s),day-old chicks
4,1111331,Chicks,Illustrative example(s),live chicks
4,1111331,Chicks,All examples,chicks
4,1111331,Chicks,All examples,day-old chicks
4,1111331,Chicks,All examples,live baby chicks
4,1111331,Chicks,All examples,live chicks
4,1111332,Poults,Illustrative example(s),day-old poults
4,1111332,Poults,All examples,day-old poults
4,1111332,Poults,All examples,live turkey poults
4,1111332,Poults,All examples,poults
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live ducklings
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live ducks
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live geese
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live goslings
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live guinea fowl
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live guinea poults
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live partridges
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live pigeons for meat
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live quails
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Illustrative example(s),live squabs for meat
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live ducklings
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live ducks
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live emus
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live geese
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live goslings
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live guinea fowl
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live guinea poults
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live ostriches
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live partridges
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live pheasants
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live pigeons for meat
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,"live poultry (except chickens, turkeys, chicks and poults)"
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live poultry of ratite type
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live poultry of the aquatic type
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live quails
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,live squabs for meat
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",All examples,poultry (except turkeys and chickens)
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Inclusion(s),live emus
4,1111341,"Poultry (except chickens, turkeys, chicks and poults)",Inclusion(s),live ostriches
2,11114,Other live animals,Exclusion(s),"live fish, crustaceans and shellfish (See 121111 Live fish, crustaceans and shellfish)"
4,1111411,Sheep and lambs,Illustrative example(s),live ewes
4,1111411,Sheep and lambs,Illustrative example(s),live market lambs
4,1111411,Sheep and lambs,Illustrative example(s),"live rams, 1 year and over"
4,1111411,Sheep and lambs,Illustrative example(s),live replacement lambs
4,1111411,Sheep and lambs,All examples,lambs
4,1111411,Sheep and lambs,All examples,live ewes
4,1111411,Sheep and lambs,All examples,live ewes for meat
4,1111411,Sheep and lambs,All examples,live ewes for milk
4,1111411,Sheep and lambs,All examples,live lambs
4,1111411,Sheep and lambs,All examples,live lambs for slaughter
4,1111411,Sheep and lambs,All examples,live market lambs
4,1111411,Sheep and lambs,All examples,"live rams, 1 year and over"
4,1111411,Sheep and lambs,All examples,live replacement lambs
4,1111411,Sheep and lambs,All examples,live sheep
4,1111411,Sheep and lambs,All examples,live sheep and lambs
4,1111411,Sheep and lambs,All examples,other live lambs
4,1111411,Sheep and lambs,All examples,sheep
4,1111411,Sheep and lambs,All examples,sheep and lambs
4,1111412,Goats,Illustrative example(s),goats for meat
4,1111412,Goats,Illustrative example(s),goats for milk
4,1111412,Goats,Illustrative example(s),live goats
4,1111412,Goats,Illustrative example(s),live kids (young goats)
4,1111412,Goats,All examples,goats
4,1111412,Goats,All examples,goats for meat
4,1111412,Goats,All examples,goats for milk
4,1111412,Goats,All examples,live goats
4,1111412,Goats,All examples,live kids (young goats)
4,1111421,Fur-bearing animals,Illustrative example(s),live chinchillas
4,1111421,Fur-bearing animals,Illustrative example(s),live foxes
4,1111421,Fur-bearing animals,Illustrative example(s),live fur-bearing rabbits
4,1111421,Fur-bearing animals,Illustrative example(s),live minks
4,1111421,Fur-bearing animals,All examples,fur-bearing animals
4,1111421,Fur-bearing animals,All examples,live chinchillas
4,1111421,Fur-bearing animals,All examples,live foxes
4,1111421,Fur-bearing animals,All examples,live fur-bearing animals
4,1111421,Fur-bearing animals,All examples,live fur-bearing rabbits
4,1111421,Fur-bearing animals,All examples,live minks
4,1111421,Fur-bearing animals,Exclusion(s),pets and laboratory animals (See 1111432 Pets and laboratory animals)
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live beefalo
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live cattalo
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live deer
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live elks
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live frogs for meat
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live llamas
4,1111431,Other live animals for meat and for hair,Illustrative example(s),live wild boars
4,1111431,Other live animals for meat and for hair,All examples,live alpacas
4,1111431,Other live animals for meat and for hair,All examples,live beefalo
4,1111431,Other live animals for meat and for hair,All examples,live bovid (except cattle)
4,1111431,Other live animals for meat and for hair,All examples,live buffalo
4,1111431,Other live animals for meat and for hair,All examples,"live buffalo, purebred breeding animals"
4,1111431,Other live animals for meat and for hair,All examples,live cattalo
4,1111431,Other live animals for meat and for hair,All examples,live deer
4,1111431,Other live animals for meat and for hair,All examples,live elks
4,1111431,Other live animals for meat and for hair,All examples,live frogs for meat
4,1111431,Other live animals for meat and for hair,All examples,live llamas
4,1111431,Other live animals for meat and for hair,All examples,live wild boars
4,1111431,Other live animals for meat and for hair,All examples,other live animals for meat and for hair
4,1111432,Pets and laboratory animals,Illustrative example(s),live domestic cats
4,1111432,Pets and laboratory animals,Illustrative example(s),live domestic dogs
4,1111432,Pets and laboratory animals,Illustrative example(s),live laboratory mice
4,1111432,Pets and laboratory animals,Illustrative example(s),live pet birds
4,1111432,Pets and laboratory animals,Illustrative example(s),live pet rabbits
4,1111432,Pets and laboratory animals,Illustrative example(s),live pet turtles
4,1111432,Pets and laboratory animals,All examples,"live aquatic animals, for pets and for laboratory"
4,1111432,Pets and laboratory animals,All examples,"live birds, for pets and for laboratory"
4,1111432,Pets and laboratory animals,All examples,live domestic cats
4,1111432,Pets and laboratory animals,All examples,live domestic dogs
4,1111432,Pets and laboratory animals,All examples,live laboratory frog
4,1111432,Pets and laboratory animals,All examples,live laboratory mice
4,1111432,Pets and laboratory animals,All examples,"live mammals, for pets and for laboratory"
4,1111432,Pets and laboratory animals,All examples,live pet birds
4,1111432,Pets and laboratory animals,All examples,live pet rabbits
4,1111432,Pets and laboratory animals,All examples,live pet turtles
4,1111432,Pets and laboratory animals,All examples,live pets and laboratory animals
4,1111432,Pets and laboratory animals,All examples,"live reptiles, for pets and for laboratory"
4,1111432,Pets and laboratory animals,All examples,pets and laboratory animals
4,1111432,Pets and laboratory animals,Exclusion(s),fur-bearing animals (See 1111421 Fur-bearing animals)
4,1111433,Bees and pollinating insects,Illustrative example(s),live bees for pollination purpose only
4,1111433,Bees and pollinating insects,Illustrative example(s),live honey bees
4,1111433,Bees and pollinating insects,Illustrative example(s),live insects for pollination purpose only
4,1111433,Bees and pollinating insects,All examples,bees
4,1111433,Bees and pollinating insects,All examples,bees and pollinating insects
4,1111433,Bees and pollinating insects,All examples,live bees
4,1111433,Bees and pollinating insects,All examples,live bees and pollinating insects
4,1111433,Bees and pollinating insects,All examples,live bees for pollination purpose only
4,1111433,Bees and pollinating insects,All examples,live honey bees
4,1111433,Bees and pollinating insects,All examples,live insects for pollination purpose only
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live donkeys
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),"live frogs, for bait"
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live horses
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live mules
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live pigeons (except for meat)
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live ponies
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live silk-worms
4,1111434,"Other live animals, n.e.c.",Illustrative example(s),live turtles (except pet)
4,1111434,"Other live animals, n.e.c.",All examples,donkeys
4,1111434,"Other live animals, n.e.c.",All examples,horses
4,1111434,"Other live animals, n.e.c.",All examples,live donkeys
4,1111434,"Other live animals, n.e.c.",All examples,live draft horses
4,1111434,"Other live animals, n.e.c.",All examples,"live frogs, for bait"
4,1111434,"Other live animals, n.e.c.",All examples,live gaited horses
4,1111434,"Other live animals, n.e.c.",All examples,live hinnies
4,1111434,"Other live animals, n.e.c.",All examples,live horses
4,1111434,"Other live animals, n.e.c.",All examples,live light horses
4,1111434,"Other live animals, n.e.c.",All examples,live mules
4,1111434,"Other live animals, n.e.c.",All examples,live pigeons (except for meat)
4,1111434,"Other live animals, n.e.c.",All examples,live ponies
4,1111434,"Other live animals, n.e.c.",All examples,live silk-worms
4,1111434,"Other live animals, n.e.c.",All examples,live turtles (except pet)
4,1111434,"Other live animals, n.e.c.",All examples,"live worms, for bait"
4,1111434,"Other live animals, n.e.c.",All examples,mules
4,1111434,"Other live animals, n.e.c.",All examples,"other live animals, n.e.c."
4,1111434,"Other live animals, n.e.c.",All examples,ponies
4,1111434,"Other live animals, n.e.c.",All examples,silk-worm cocoons suitable for reeling
4,1111434,"Other live animals, n.e.c.",Inclusion(s),silk-worm cocoons suitable for reeling
4,1111435,Semen,Illustrative example(s),fresh bovine semen
4,1111435,Semen,Illustrative example(s),fresh hog semen
4,1111435,Semen,Illustrative example(s),frozen bovine semen
4,1111435,Semen,Illustrative example(s),frozen hog semen
4,1111435,Semen,All examples,fresh bovine semen
4,1111435,Semen,All examples,fresh hog semen
4,1111435,Semen,All examples,fresh live semen
4,1111435,Semen,All examples,frozen bovine semen
4,1111435,Semen,All examples,frozen hog semen
4,1111435,Semen,All examples,frozen live semen
4,1111435,Semen,All examples,live semen
4,1111435,Semen,All examples,semen
4,1111436,Animal embryos,Illustrative example(s),live cattle embryos
4,1111436,Animal embryos,Illustrative example(s),live hog embryos
4,1111436,Animal embryos,All examples,animal embryos
4,1111436,Animal embryos,All examples,fresh animal embryos
4,1111436,Animal embryos,All examples,frozen animal embryos
4,1111436,Animal embryos,All examples,live animal embryos
4,1111436,Animal embryos,All examples,live cattle embryos
4,1111436,Animal embryos,All examples,live hog embryos
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled extra strong spring wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled feed wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled hard red spring wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled hard red winter wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled hard white spring wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled hard white winter wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled soft red spring wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled soft red winter wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled soft white spring wheat
4,1121111,Wheat (except durum wheat),Illustrative example(s),unmilled soft white winter wheat
4,1121111,Wheat (except durum wheat),All examples,Canadian Western extra strong spring wheat
4,1121111,Wheat (except durum wheat),All examples,extra strong spring wheat
4,1121111,Wheat (except durum wheat),All examples,hard red spring wheat
4,1121111,Wheat (except durum wheat),All examples,hard white spring wheat
4,1121111,Wheat (except durum wheat),All examples,Northern hard red spring wheat
4,1121111,Wheat (except durum wheat),All examples,other spring wheat (except durum wheat)
4,1121111,Wheat (except durum wheat),All examples,other unmilled spring wheat (except durum wheat)
4,1121111,Wheat (except durum wheat),All examples,Prairie spring wheat
4,1121111,Wheat (except durum wheat),All examples,soft white spring wheat
4,1121111,Wheat (except durum wheat),All examples,special purpose spring wheat
4,1121111,Wheat (except durum wheat),All examples,spring wheat (except durum wheat)
4,1121111,Wheat (except durum wheat),All examples,unmilled Canadian Western extra strong spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled extra strong spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled feed wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled hard red spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled hard red winter wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled hard white spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled hard white winter wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled Northern hard red spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled Prairie spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled red spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled soft red spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled soft red winter wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled soft white spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled soft white winter wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled special purpose spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled spring wheat (except durum wheat)
4,1121111,Wheat (except durum wheat),All examples,unmilled white spring wheat
4,1121111,Wheat (except durum wheat),All examples,unmilled winter wheat
4,1121111,Wheat (except durum wheat),All examples,wheat (except durum wheat)
4,1121111,Wheat (except durum wheat),All examples,winter wheat
4,1121111,Wheat (except durum wheat),Exclusion(s),durum wheat (See 1121112 Durum wheat)
4,1121111,Wheat (except durum wheat),Exclusion(s),kamut and spelt wheat (See 1151155 Other miscellaneous grains)
4,1121112,Durum wheat,Illustrative example(s),unmilled amber durum wheat
4,1121112,Durum wheat,All examples,durum wheat
4,1121112,Durum wheat,All examples,unmilled amber durum wheat
4,1121112,Durum wheat,All examples,unmilled durum wheat
4,1131111,Canola,Illustrative example(s),canola seeds
4,1131111,Canola,Illustrative example(s),genetically modified canola
4,1131111,Canola,Illustrative example(s),genetically modified canola seeds
4,1131111,Canola,Illustrative example(s),non-genetically modified canola
4,1131111,Canola,Illustrative example(s),non-genetically modified canola seeds
4,1131111,Canola,All examples,canola
4,1131111,Canola,All examples,canola seeds
4,1131111,Canola,All examples,genetically modified canola
4,1131111,Canola,All examples,genetically modified canola seeds
4,1131111,Canola,All examples,non-genetically modified canola
4,1131111,Canola,All examples,non-genetically modified canola seeds
4,1131112,Rapeseed (except canola),Illustrative example(s),colza seeds
4,1131112,Rapeseed (except canola),All examples,colza seeds
4,1131112,Rapeseed (except canola),All examples,rapeseed (rape seed) (except canola)
4,1131112,Rapeseed (except canola),Exclusion(s),canola (See 1131111 Canola)
1,114,"Fresh fruit, nuts and vegetables, and pulse crops",Exclusion(s),"cut, peeled, polished or sliced fresh fruit and vegetables (See 1836121 Perishable prepared food)"
1,114,"Fresh fruit, nuts and vegetables, and pulse crops",Exclusion(s),frozen whole fruit (See 1835221 Frozen fruit)
2,11411,Fresh fruit and nuts,Exclusion(s),"cut, peeled, polished or sliced fresh fruit (See 1836121 Perishable prepared food)"
2,11411,Fresh fruit and nuts,Exclusion(s),fresh melons (See 1142214 Fresh melons)
2,11411,Fresh fruit and nuts,Exclusion(s),frozen whole fruit (See 1835221 Frozen fruit)
3,114111,Fresh berries,Exclusion(s),"cut, peeled, polished or sliced fresh berries (See 1836121 Perishable prepared food)"
3,114111,Fresh berries,Exclusion(s),frozen whole berries (See 1835221 Frozen fruit)
4,1141111,Fresh strawberries,Illustrative example(s),chilled strawberries
4,1141111,Fresh strawberries,All examples,chilled strawberries
4,1141111,Fresh strawberries,All examples,fresh strawberries
4,1141111,Fresh strawberries,Exclusion(s),berries for vegetable dyes and leather tanning (See 1151397 Other crude vegetable materials)
4,1141111,Fresh strawberries,Exclusion(s),cut or sliced fresh strawberries (See 1836121 Perishable prepared food)
4,1141111,Fresh strawberries,Exclusion(s),frozen whole strawberries (See 1835221 Frozen fruit)
4,1141112,Fresh raspberries,Illustrative example(s),chilled raspberries
4,1141112,Fresh raspberries,Illustrative example(s),fresh black raspberries
4,1141112,Fresh raspberries,All examples,chilled black raspberries
4,1141112,Fresh raspberries,All examples,chilled raspberries
4,1141112,Fresh raspberries,All examples,fresh black raspberries
4,1141112,Fresh raspberries,All examples,fresh raspberries
4,1141112,Fresh raspberries,Exclusion(s),berries for vegetable dyes and leather tanning (See 1151397 Other crude vegetable materials)
4,1141112,Fresh raspberries,Exclusion(s),frozen whole raspberries (See 1835221 Frozen fruit)
4,1141113,Fresh cranberries,Illustrative example(s),chilled cranberries
4,1141113,Fresh cranberries,All examples,chilled cranberries
4,1141113,Fresh cranberries,All examples,fresh cranberries
4,1141113,Fresh cranberries,Exclusion(s),berries for vegetable dyes and leather tanning (See 1151397 Other crude vegetable materials)
4,1141113,Fresh cranberries,Exclusion(s),frozen whole cranberries (See 1835221 Frozen fruit)
4,1141114,Fresh blueberries,Illustrative example(s),chilled blueberries
4,1141114,Fresh blueberries,Illustrative example(s),chilled cultivated blueberries
4,1141114,Fresh blueberries,Illustrative example(s),chilled highbush blueberries
4,1141114,Fresh blueberries,Illustrative example(s),chilled lowbush blueberries
4,1141114,Fresh blueberries,Illustrative example(s),chilled wild blueberries
4,1141114,Fresh blueberries,Illustrative example(s),fresh cultivated blueberries
4,1141114,Fresh blueberries,Illustrative example(s),fresh highbush blueberries
4,1141114,Fresh blueberries,Illustrative example(s),fresh lowbush blueberries
4,1141114,Fresh blueberries,Illustrative example(s),fresh wild blueberries
4,1141114,Fresh blueberries,All examples,chilled bilberries
4,1141114,Fresh blueberries,All examples,chilled blueberries
4,1141114,Fresh blueberries,All examples,chilled cultivated blueberries
4,1141114,Fresh blueberries,All examples,chilled highbush blueberries
4,1141114,Fresh blueberries,All examples,chilled lowbush blueberries
4,1141114,Fresh blueberries,All examples,chilled wild blueberries
4,1141114,Fresh blueberries,All examples,fresh bilberries
4,1141114,Fresh blueberries,All examples,fresh blueberries
4,1141114,Fresh blueberries,All examples,fresh cultivated blueberries
4,1141114,Fresh blueberries,All examples,fresh highbush blueberries
4,1141114,Fresh blueberries,All examples,fresh lowbush blueberries
4,1141114,Fresh blueberries,All examples,fresh wild blueberries
4,1141114,Fresh blueberries,Inclusion(s),chilled bilberries
4,1141114,Fresh blueberries,Inclusion(s),fresh bilberries
4,1141114,Fresh blueberries,Exclusion(s),berries for vegetable dyes and leather tanning (See 1151397 Other crude vegetable materials)
4,1141114,Fresh blueberries,Exclusion(s),frozen whole blueberries (See 1835221 Frozen fruit)
4,1141115,Other fresh berries,Illustrative example(s),chilled bramble blackberries
4,1141115,Other fresh berries,Illustrative example(s),chilled gooseberries
4,1141115,Other fresh berries,Illustrative example(s),chilled loganberries
4,1141115,Other fresh berries,Illustrative example(s),chilled red currants (gadelles)
4,1141115,Other fresh berries,Illustrative example(s),chilled saskatoon berries
4,1141115,Other fresh berries,Illustrative example(s),fresh bramble blackberries
4,1141115,Other fresh berries,Illustrative example(s),fresh gooseberries
4,1141115,Other fresh berries,Illustrative example(s),fresh loganberries
4,1141115,Other fresh berries,Illustrative example(s),fresh red currants (gadelles)
4,1141115,Other fresh berries,Illustrative example(s),fresh saskatoon berries
4,1141115,Other fresh berries,All examples,chilled black currants (cassis)
