archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Size Pressure Pressure,English,82,"Parker Fittings Catalog, PDF page 153",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,89,,Size Pressure Pressure,2015,Parker Hannifin,high,400,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-022,400,Size Pressure Pressure,item-cat-004300,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004300,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,153,400,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,This also serves as a positive visual indicator of full en- -4 5800 400,37,Size Pressure Pressure,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-022', 'item-cat-004300']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Hose Products Division,English,86,"Parker Fittings Catalog, PDF page 153",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,82,,B-47 Hose Products Division,2015,Parker Hannifin,high,B-47,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-018,B-47,B-47 Hose Products Division,item-cat-004301,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004301,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,153,B-47,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,B-47 Hose Products Division,37,B-47 Hose Products Division,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-018', 'item-cat-004301']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Part Size A B Size E,English,84,"Parker Fittings Catalog, PDF page 154",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,84,,Part Size A B Size E,2015,Parker Hannifin,high,1ET43-8-4,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-022,1ET43-8-4,Part Size A B Size E,item-cat-004302,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004302,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,154,1ET43-8-4,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,C 1ET43-8-4,37,Part Size A B Size E,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-022', 'item-cat-004302']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Part Size A B Size E,English,86,"Parker Fittings Catalog, PDF page 154",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,80,,Part Size A B Size E,2015,Parker Hannifin,high,1EU43,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-022,1EU43,Part Size A B Size E,item-cat-004303,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004303,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,154,1EU43,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,D 1EU43,37,Part Size A B Size E,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-022', 'item-cat-004303']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Part Thread Hose I.D. A C W B,English,83,"Parker Fittings Catalog, PDF page 158",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,86,,Part Thread Hose I.D. A C W B,2015,Parker Hannifin,high,1C643-8-4,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-022,1C643-8-4,Part Thread Hose I.D. A C W B,item-cat-004304,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004304,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,158,1C643-8-4,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,E 1C643-8-4,37,Part Thread Hose I.D. A C W B,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-022', 'item-cat-004304']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Part Thread Hose I.D. A E W B,English,86,"Parker Fittings Catalog, PDF page 160",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,89,,Part Thread Hose I.D. A E W B,2015,Parker Hannifin,high,1D943,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-022,1D943,Part Thread Hose I.D. A E W B,item-cat-004305,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004305,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,160,1D943,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,B 1D943,37,Part Thread Hose I.D. A E W B,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-022', 'item-cat-004305']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,Hose Products Division,English,78,"Parker Fittings Catalog, PDF page 165",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,80,,B-59 Hose Products Division,2015,Parker Hannifin,high,B-59,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-018,B-59,B-59 Hose Products Division,item-cat-004306,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004306,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,165,B-59,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,B-59 Hose Products Division,37,B-59 Hose Products Division,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-018', 'item-cat-004306']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,11770 B-61 11970 B-61 16A70 B-61 16N70 B-62,English,79,"Parker Fittings Catalog, PDF page 165",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,85,,11770 B-61 11970 B-61 16A70 B-61 16N70 B-62,2015,Parker Hannifin,high,B-62,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-014,B-62,11770 B-61 11970 B-61 16A70 B-61 16N70 B-62,item-cat-004307,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004307,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,165,B-62,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,11770 B-61 11970 B-61 16A70 B-61 16N70 B-62,37,11770 B-61 11970 B-61 16A70 B-61 16N70 B-62,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-014', 'item-cat-004307']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,1JC70 B-62 1JS70 B-62 1J770 B-62 1J970 B-63 1J570 B-63,English,86,"Parker Fittings Catalog, PDF page 165",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,81,,1JC70 B-62 1JS70 B-62 1J770 B-62 1J970 B-63 1J570 B-63,2015,Parker Hannifin,high,B-63,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-014,B-63,1JC70 B-62 1JS70 B-62 1J770 B-62 1J970 B-63 1J570 B-63,item-cat-004308,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004308,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,165,B-63,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,1JC70 B-62 1JS70 B-62 1J770 B-62 1J970 B-63 1J570 B-63,37,1JC70 B-62 1JS70 B-62 1J770 B-62 1J970 B-63 1J570 B-63,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-014', 'item-cat-004308']",
True,Historical catalog; technical reference,2015,Industrial Hose / Fittings / Couplings,pg-tools-hose,Industrial Hose / Fittings / Couplings,,10C70 B-65 11C70 B-65 19270 B-65 1B170 B-65 1B270 B-66 1C970 B-66,English,78,"Parker Fittings Catalog, PDF page 165",72,medium,table_row,need-tools-repair-hose-fittings,need-tools-repair-hose-fittings,86,,10C70 B-65 11C70 B-65 19270 B-65 1B170 B-65 1B270 B-66 1C970 B-66,2015,Parker Hannifin,high,B-66,need-tools-repair,90,Tools / Hose / Fittings,16,pg-tools-hose-page-014,B-66,10C70 B-65 11C70 B-65 19270 B-65 1B170 B-65 1B270 B-66 1C970 B-66,item-cat-004309,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004309,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Parker Fittings Catalog.pdf,English,165,B-66,Parker Fittings Catalog,SRC-0102,,Parker Hannifin,10C70 B-65 11C70 B-65 19270 B-65 1B170 B-65 1B270 B-66 1C970 B-66,37,10C70 B-65 11C70 B-65 19270 B-65 1B170 B-65 1B270 B-66 1C970 B-66,,pg-tools-hose,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-hose-fittings', 'pg-tools-hose', 'pg-tools-hose-page-014', 'item-cat-004309']",
