archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30B-Alum-PT,English,81,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,30A-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30A-Alum-PT,Camlocks,item-cat-007471,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007471,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30A-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" PT 30A-Alum-PT 30B-Alum-PT 30C-Alum-PT 30D-Alum-PT 30E-Alum-PT 30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007471']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30D-Alum-G,English,83,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,30C-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30C-Alum-G,Camlocks,item-cat-007472,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007472,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30C-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" Grizzly 30A-Alum-G 30B-Alum-G 30C-Alum-G 30D-Alum-G 30E-Alum-G 30F-Alum-G 30DC-Alum-G 30DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007472']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30D-Alum-PT,English,84,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,82,,Camlocks,unknown,LM Industries,high,30C-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30C-Alum-PT,Camlocks,item-cat-007473,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007473,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30C-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" PT 30A-Alum-PT 30B-Alum-PT 30C-Alum-PT 30D-Alum-PT 30E-Alum-PT 30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007473']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30E-Alum-G,English,86,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,30D-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30D-Alum-G,Camlocks,item-cat-007474,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007474,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30D-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" Grizzly 30A-Alum-G 30B-Alum-G 30C-Alum-G 30D-Alum-G 30E-Alum-G 30F-Alum-G 30DC-Alum-G 30DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007474']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30E-Alum-PT,English,83,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,88,,Camlocks,unknown,LM Industries,high,30D-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30D-Alum-PT,Camlocks,item-cat-007475,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007475,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30D-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" PT 30A-Alum-PT 30B-Alum-PT 30C-Alum-PT 30D-Alum-PT 30E-Alum-PT 30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007475']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30F-Alum-G 30DC-Alum-G 30DP-Alum-G,English,84,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,87,,Camlocks,unknown,LM Industries,high,30E-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30E-Alum-G,Camlocks,item-cat-007476,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007476,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30E-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" Grizzly 30A-Alum-G 30B-Alum-G 30C-Alum-G 30D-Alum-G 30E-Alum-G 30F-Alum-G 30DC-Alum-G 30DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007476']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT,English,83,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,79,,Camlocks,unknown,LM Industries,high,30E-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30E-Alum-PT,Camlocks,item-cat-007477,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007477,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30E-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" PT 30A-Alum-PT 30B-Alum-PT 30C-Alum-PT 30D-Alum-PT 30E-Alum-PT 30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007477']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30DC-Alum-G 30DP-Alum-G,English,79,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,86,,Camlocks,unknown,LM Industries,high,30F-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30F-Alum-G,Camlocks,item-cat-007478,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007478,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30F-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" Grizzly 30A-Alum-G 30B-Alum-G 30C-Alum-G 30D-Alum-G 30E-Alum-G 30F-Alum-G 30DC-Alum-G 30DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007478']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,30DC-Alum-PT 30DP-Alum-PT,English,85,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,84,,Camlocks,unknown,LM Industries,high,30F-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,30F-Alum-PT,Camlocks,item-cat-007479,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007479,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,30F-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"3"" PT 30A-Alum-PT 30B-Alum-PT 30C-Alum-PT 30D-Alum-PT 30E-Alum-PT 30F-Alum-PT 30DC-Alum-PT 30DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007479']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,"Size Brand Arm, Ring, Gasket",English,83,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,81,,Size Brand Reducing Couplers,unknown,LM Industries,high,4030DA-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-017,4030DA-Alum-G,Size Brand Reducing Couplers,item-cat-007480,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007480,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,4030DA-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" to 3"" Grizzly 4030DA-Alum-G Size Brand Arm, Ring, Gasket",71,Size Brand Reducing Couplers,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-017', 'item-cat-007480']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,Size Brand Reducing Couplers,English,83,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,83,,Size Brand Reducing Couplers,unknown,LM Industries,high,4030DA-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-017,4030DA-Alum-PT,Size Brand Reducing Couplers,item-cat-007481,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007481,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,4030DA-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" to 3"" PT 4030DA-Alum-PT",71,Size Brand Reducing Couplers,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-017', 'item-cat-007481']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40B-Alum-PT,English,79,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,86,,Camlocks,unknown,LM Industries,high,40A-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-014,40A-Alum-PT,Camlocks,item-cat-007482,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007482,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40A-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" PT 40A-Alum-PT 40B-Alum-PT 40C-Alum-PT 40D-Alum-PT 40E-Alum-PT 40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-014', 'item-cat-007482']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40D-Alum-G,English,85,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,89,,Camlocks,unknown,LM Industries,high,40C-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40C-Alum-G,Camlocks,item-cat-007483,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007483,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40C-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" Grizzly 40A-Alum-G 40B-Alum-G 40C-Alum-G 40D-Alum-G 40E-Alum-G 40F-Alum-G 40DC-Alum-G 40DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007483']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40D-Alum-PT,English,79,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,84,,Camlocks,unknown,LM Industries,high,40C-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40C-Alum-PT,Camlocks,item-cat-007484,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007484,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40C-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" PT 40A-Alum-PT 40B-Alum-PT 40C-Alum-PT 40D-Alum-PT 40E-Alum-PT 40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007484']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40E-Alum-G,English,80,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,79,,Camlocks,unknown,LM Industries,high,40D-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40D-Alum-G,Camlocks,item-cat-007485,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007485,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40D-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" Grizzly 40A-Alum-G 40B-Alum-G 40C-Alum-G 40D-Alum-G 40E-Alum-G 40F-Alum-G 40DC-Alum-G 40DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007485']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40E-Alum-PT,English,86,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,40D-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40D-Alum-PT,Camlocks,item-cat-007486,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007486,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40D-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" PT 40A-Alum-PT 40B-Alum-PT 40C-Alum-PT 40D-Alum-PT 40E-Alum-PT 40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007486']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40F-Alum-G 40DC-Alum-G 40DP-Alum-G,English,78,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,40E-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40E-Alum-G,Camlocks,item-cat-007487,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007487,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40E-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" Grizzly 40A-Alum-G 40B-Alum-G 40C-Alum-G 40D-Alum-G 40E-Alum-G 40F-Alum-G 40DC-Alum-G 40DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007487']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT,English,80,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,80,,Camlocks,unknown,LM Industries,high,40E-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40E-Alum-PT,Camlocks,item-cat-007488,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007488,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40E-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" PT 40A-Alum-PT 40B-Alum-PT 40C-Alum-PT 40D-Alum-PT 40E-Alum-PT 40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007488']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40DC-Alum-G 40DP-Alum-G,English,86,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,89,,Camlocks,unknown,LM Industries,high,40F-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40F-Alum-G,Camlocks,item-cat-007489,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007489,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40F-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" Grizzly 40A-Alum-G 40B-Alum-G 40C-Alum-G 40D-Alum-G 40E-Alum-G 40F-Alum-G 40DC-Alum-G 40DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007489']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,40DC-Alum-PT 40DP-Alum-PT,English,86,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,81,,Camlocks,unknown,LM Industries,high,40F-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,40F-Alum-PT,Camlocks,item-cat-007490,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007490,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,40F-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"4"" PT 40A-Alum-PT 40B-Alum-PT 40C-Alum-PT 40D-Alum-PT 40E-Alum-PT 40F-Alum-PT 40DC-Alum-PT 40DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007490']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,60B-Alum-PT,English,81,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,81,,Camlocks,unknown,LM Industries,high,60A-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,60A-Alum-PT,Camlocks,item-cat-007491,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007491,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,60A-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"6"" PT 60A-Alum-PT 60B-Alum-PT 60C-Alum-PT 60D-Alum-PT 60E-Alum-PT 60F-Alum-PT 60DC-Alum-PT 60DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007491']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,60D-Alum-G,English,85,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,87,,Camlocks,unknown,LM Industries,high,60C-Alum-G,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,60C-Alum-G,Camlocks,item-cat-007492,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007492,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,60C-Alum-G,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"6"" Grizzly 60A-Alum-G 60B-Alum-G 60C-Alum-G 60D-Alum-G 60E-Alum-G 60F-Alum-G 60DC-Alum-G 60DP-Alum-G",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007492']",
True,Historical/current mixed,unknown,Vacuum / Sewer / Sludge Equipment,pg-sanitation-vacuum,Vacuum / Sewer / Sludge Equipment,,60D-Alum-PT,English,82,"LM Industries Parts Catalogue, PDF page 32",72,medium,table_row,need-sanitation-sewage-septic,need-sanitation-sewage-septic,79,,Camlocks,unknown,LM Industries,high,60C-Alum-PT,need-sanitation,90,Sanitation / Vacuum / Sewer,8,pg-sanitation-vacuum-page-015,60C-Alum-PT,Camlocks,item-cat-007493,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-007493,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,lm industries Parts_Catalogue.pdf,English,32,60C-Alum-PT,LM Industries Parts Catalogue,SRC-0111,,LM Industries,"6"" PT 60A-Alum-PT 60B-Alum-PT 60C-Alum-PT 60D-Alum-PT 60E-Alum-PT 60F-Alum-PT 60DC-Alum-PT 60DP-Alum-PT",71,Camlocks,,pg-sanitation-vacuum,"['human-consumer', 'human-needs', 'need-sanitation', 'need-sanitation-sewage-septic', 'pg-sanitation-vacuum', 'pg-sanitation-vacuum-page-015', 'item-cat-007493']",
