archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,"sieeve ceterette RAMPS Ree dPoutiARets Smcirsiva.c 1289"" |) M6145). c pace eerie",English,69,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,80,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,PS267-SOnES,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,PS267-SOnES,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011982,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011982,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,36,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,PS267-SOnES,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,"PS267-SOnES sieeve ceterette RAMPS Ree dPoutiARets Smcirsiva.c 1289"" |) M6145). c pace eerie 1353",75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011982']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,54-27 BB oer seecaeisies,English,65,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,79,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,U1,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,U1,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011983,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011983,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,30,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,U1,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,U1 54-27 BB oer seecaeisies SearsRD33 | L5350-6—-9...... MS417218 aetinncnes ceaetee RD19) |] M6270-15 1015 eeeeneeeeees 1359,75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011983']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,mentee ce 1222,English,71,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,84,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,UIGIS-2.451720),need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,UIGIS-2.451720),L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011984,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011984,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,32,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,UIGIS-2.451720),Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,UIGIS-2.451720) mentee ce 1222 M4025511. sick forecast eee 1340 | M6148-series................ 1354,75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011984']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,a ete ac tirecit icine: 1214,English,69,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,85,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,W2OOGET,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,W2OOGET,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011985,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011985,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,33,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,W2OOGET,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,"W2OOGET a ete ac tirecit icine: 1214 M5000-90.... »» 1820; 1344"" || M6190... 7, maces eterna 1358",75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011985']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,ESSSil adie MSAQ0=T ae ctiatnaan anne RD19: || (M6274... Seeeeeeeeeeaneer1360,English,68,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,84,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,artesA2C0e,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,artesA2C0e,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011986,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011986,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,28,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,artesA2C0e,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,artesA2C0e ESSSil adie MSAQ0=T ae ctiatnaan anne RD19: || (M6274... Seeeeeeeeeeaneer1360,75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011986']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,English,66,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,84,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,ees1350,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,ees1350,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011987,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011987,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,33,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,ees1350,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,Seer MAOTBSintassien octets eee 1288 M6100.......:c:ce sere ees1350,75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011987']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,"LOS12-45 16).Sacre reece ere Oe | IM OOB-SENCSnsccn- oswseeek salelon ||tMG000s04), arecanteineeioe 1330; 1344> |. MG183-1) 7 2ceceeeetse renee 1362",English,65,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,81,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,t...0.aceA212,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,t...0.aceA212,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011988,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011988,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,36,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,t...0.aceA212,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,"20022 Tea Osa t...0.aceA212 LOS12-45 16).Sacre reece ere Oe | IM OOB-SENCSnsccn- oswseeek salelon ||tMG000s04), arecanteineeioe 1330; 1344> |. MG183-1) 7 2ceceeeetse renee 1362",75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011988']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,"116200;50).04 wen ene eneee12653 ||) M5000-8 Percent 1300, 1344 | M6163-series................ 1356",English,68,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,83,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,tas1427,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,tas1427,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011989,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011989,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,38,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,tas1427,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,"ENiS0:243 oe pactarmmnce tas1427 116200;50).04 wen ene eneee12653 ||) M5000-8 Percent 1300, 1344 | M6163-series................ 1356",75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011989']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,cae 1284 | MG6025-SerieSi tejener 1350,English,65,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,88,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,v.00.,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,v.00.,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011990,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011990,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,28,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,v.00.,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,ooh erin Ta || BPRS cng ccperainonslee 4) (LEME coos coca ats Mi062:setieS... v.00. cae 1284 | MG6025-SerieSi tejener 1350,75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011990']",
True,Historical catalog,1991-1992,Laboratory Instruments / Equipment,pg-health-lab,Laboratory Instruments / Equipment,,"M4692-series, 5 c.)saneetenien 1345",English,72,"Scientific Products General Catalog 1991-92, PDF page 20",72,medium,table_row,need-health-medical-care,need-health-medical-care,89,,L1555-1 to M6360-1P CATALOG NUMBER INDEX,1991-1992,Scientific Products,high,wnnt269,need-health,90,Health / Laboratory Equipment,7,pg-health-lab-page-024,wnnt269,L1555-1 to M6360-1P CATALOG NUMBER INDEX,item-cat-011991,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-011991,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,34,,Provisional heuristic; recalculate from User Profile and current offer evidence.,scientifc products general catalog 1991-92 -- Unknown -- 1800 -- 8729629c7fa57f2e01ad06486f1395e7 -- Anna’s Archive.pdf,English,20,wnnt269,Scientific Products General Catalog 1991-92,SRC-0120,,Scientific Products,"AG,CesED Sel a ee 1225 L6200-41, 42...... wnnt269 M4692-series, 5 c.)saneetenien 1345 M6162-2....27n saicceeeee",75,L1555-1 to M6360-1P CATALOG NUMBER INDEX,,pg-health-lab,"['human-consumer', 'human-needs', 'need-health', 'need-health-medical-care', 'pg-health-lab', 'pg-health-lab-page-024', 'item-cat-011991']",
