node_id,source_code,parent_code,label,definition,path_string,comparator_class_type,default_offer_template
CA_NAPCS_2022_4135411,4135411,413541,New motor vehicle brake parts,New motor vehicle brake parts.,Motor vehicle engines and motor vehicle parts / Motor vehicle brakes and brake systems / Motor vehicle brakes and brake systems / New motor vehicle brake parts,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135412,4135412,413541,Rebuilt motor vehicle brake parts,Rebuilt motor vehicle brake parts.,Motor vehicle engines and motor vehicle parts / Motor vehicle brakes and brake systems / Motor vehicle brakes and brake systems / Rebuilt motor vehicle brake parts,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135511,4135511,413551,Motor vehicle wheels,Motor vehicle wheels.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle wheels / Motor vehicle wheels,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135521,4135521,413552,Motor vehicle exhaust system parts,Motor vehicle exhaust system parts.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle exhaust system parts / Motor vehicle exhaust system parts,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135531,4135531,413553,Motor vehicle air-conditioning systems,Motor vehicle mechanical air-conditioning systems.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle air-conditioning systems and parts / Motor vehicle air-conditioning systems,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135532,4135532,413553,Automotive air-conditioning compressors,Automotive air-conditioning compressors.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle air-conditioning systems and parts / Automotive air-conditioning compressors,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135533,4135533,413553,Parts of motor vehicle air-conditioning systems (except compressors and filters),"Parts of motor vehicle air-conditioning systems, except compressors and filters.",Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle air-conditioning systems and parts / Parts of motor vehicle air-conditioning systems (except compressors and filters),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135541,4135541,413554,Motor vehicle hardware,Motor vehicle hardware.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Motor vehicle hardware / Motor vehicle hardware,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135551,4135551,413555,Precision-turned automotive products,Precision-turned products for motor vehicles.,Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Precision-turned automotive products / Precision-turned automotive products,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135561,4135561,413556,Filters for internal combustion engines and motor vehicles,"Filters to filter air, fuel and oil for motor vehicle engines and filters for motor vehicle environmental air control systems.","Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Other motor vehicle parts, n.e.c. / Filters for internal combustion engines and motor vehicles",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135562,4135562,413556,Air bag assemblies and parts,Air bag assemblies and parts.,"Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Other motor vehicle parts, n.e.c. / Air bag assemblies and parts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4135563,4135563,413556,"Other miscellaneous motor vehicle parts, n.e.c.","Other miscellaneous motor vehicle parts, n.e.c.","Motor vehicle engines and motor vehicle parts / Other motor vehicle parts / Other motor vehicle parts, n.e.c. / Other miscellaneous motor vehicle parts, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4211111,4211111,421111,Military aircraft,"Aircraft built to military specifications, for any application including tactical, strategic or support.",Aircraft / Aircraft / Aircraft / Military aircraft,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4211112,4211112,421111,Civilian aircraft,"Aircraft built to specifications other than military, for any application including general and commercial aviation.",Aircraft / Aircraft / Aircraft / Civilian aircraft,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4211113,4211113,421111,Unmanned aircraft (drones) for non-recreational purposes (except model aircraft),"Power-driven aircraft designed to fly without a human operator on board, for non-recreational purposes, except model aircraft.",Aircraft / Aircraft / Aircraft / Unmanned aircraft (drones) for non-recreational purposes (except model aircraft),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311111,4311111,431111,Military aircraft engines,Aircraft engines built to military specifications.,"Aircraft engines, aircraft parts and other aerospace equipment / Aircraft engines / Aircraft engines / Military aircraft engines",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311112,4311112,431111,Civilian aircraft engines,Aircraft engines built to specifications other than military.,"Aircraft engines, aircraft parts and other aerospace equipment / Aircraft engines / Aircraft engines / Civilian aircraft engines",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311211,4311211,431121,Aircraft propellers and helicopter rotors,"Propellers and rotors, and their parts, for military or civilian aircraft and helicopters.","Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Aircraft engine parts and accessories (including propellers and rotors) / Aircraft propellers and helicopter rotors",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311212,4311212,431121,Aircraft engine parts and accessories (except propellers and rotors),"Parts and accessories for military and civilian aircraft engines, except propellers and rotors.","Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Aircraft engine parts and accessories (including propellers and rotors) / Aircraft engine parts and accessories (except propellers and rotors)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311221,4311221,431122,Seats for aircraft,Seats for aircraft.,"Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Other aerospace parts, guided missiles and space vehicles / Seats for aircraft",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311222,4311222,431122,"Aircraft parts, n.e.c.","Aircraft parts, n.e.c.","Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Other aerospace parts, guided missiles and space vehicles / Aircraft parts, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311223,4311223,431122,Guided missiles and rockets (including space vehicles),"Guided missiles and rockets, including space vehicles.","Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Other aerospace parts, guided missiles and space vehicles / Guided missiles and rockets (including space vehicles)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4311224,4311224,431122,Parts and components of guided missiles and space vehicles,Parts and components for guided missiles and space vehicles.,"Aircraft engines, aircraft parts and other aerospace equipment / Aircraft parts and other aerospace equipment / Other aerospace parts, guided missiles and space vehicles / Parts and components of guided missiles and space vehicles",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411111,4411111,441111,Military ships,Military ships.,"Ships, locomotives, railway rolling stock, and rapid transit equipment / Ships / Ships / Military ships",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411112,4411112,441111,"Non-military ships, barges and platforms","Non-military ships, barges and platforms.","Ships, locomotives, railway rolling stock, and rapid transit equipment / Ships / Ships / Non-military ships, barges and platforms",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411211,4411211,441121,"Subway and rapid transit cars, and streetcars","Subway and rapid transit cars, and streetcars.","Ships, locomotives, railway rolling stock, and rapid transit equipment / Locomotives, railway rolling stock, and rapid transit equipment / Subway and rapid transit cars, and streetcars / Subway and rapid transit cars, and streetcars",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411221,4411221,441122,Locomotives and railway maintenance-of-way equipment,Locomotives and railway maintenance-of-way equipment.,"Ships, locomotives, railway rolling stock, and rapid transit equipment / Locomotives, railway rolling stock, and rapid transit equipment / Locomotives and railway maintenance-of-way equipment / Locomotives and railway maintenance-of-way equipment",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411231,4411231,441123,Freight train cars,Freight train cars.,"Ships, locomotives, railway rolling stock, and rapid transit equipment / Locomotives, railway rolling stock, and rapid transit equipment / Other railway rolling stock / Freight train cars",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4411232,4411232,441123,Passenger train cars,Passenger train cars.,"Ships, locomotives, railway rolling stock, and rapid transit equipment / Locomotives, railway rolling stock, and rapid transit equipment / Other railway rolling stock / Passenger train cars",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421111,4421111,442111,Personal watercraft and parts,Personal watercraft and parts of personal watercraft.,"Boats and other transportation equipment / Personal watercraft, motorboats and other boats / Personal watercraft and parts / Personal watercraft and parts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421121,4421121,442112,Motorboats,Motorboats.,"Boats and other transportation equipment / Personal watercraft, motorboats and other boats / Motorboats and other boats / Motorboats",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421122,4421122,442112,"Recreational and other boats, n.e.c.","Recreational and other boats, n.e.c.","Boats and other transportation equipment / Personal watercraft, motorboats and other boats / Motorboats and other boats / Recreational and other boats, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421211,4421211,442121,Bicycles,Bicycles for recreation and transportation.,Boats and other transportation equipment / Other transportation equipment / Bicycles / Bicycles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421221,4421221,442122,Snowmobiles,Snowmobiles.,Boats and other transportation equipment / Other transportation equipment / Snowmobiles / Snowmobiles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421231,4421231,442123,Military armoured vehicles,Military tanks and other military armoured vehicles.,Boats and other transportation equipment / Other transportation equipment / Military armoured vehicles / Military armoured vehicles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421241,4421241,442124,Motorcycles and motor tricycles,Motorcycles and motor tricycles.,Boats and other transportation equipment / Other transportation equipment / Motorcycles; golf carts; three-wheeled motor vehicles; and other land vehicles n.e.c. / Motorcycles and motor tricycles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421242,4421242,442124,Golf carts and similar vehicles,Golf carts and similar vehicles.,Boats and other transportation equipment / Other transportation equipment / Motorcycles; golf carts; three-wheeled motor vehicles; and other land vehicles n.e.c. / Golf carts and similar vehicles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421244,4421244,442124,Three-wheeled motor vehicles (except motor tricycles),Three-wheeled motor vehicles (except motor tricycles).,Boats and other transportation equipment / Other transportation equipment / Motorcycles; golf carts; three-wheeled motor vehicles; and other land vehicles n.e.c. / Three-wheeled motor vehicles (except motor tricycles),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4421249,4421249,442124,"Other land vehicles, n.e.c.","Other land vehicles, n.e.c.","Boats and other transportation equipment / Other transportation equipment / Motorcycles; golf carts; three-wheeled motor vehicles; and other land vehicles n.e.c. / Other land vehicles, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511111,4511111,451111,"Seats for rail cars and public conveyance, n.e.c.","Seats for rail cars and public conveyance, n.e.c.","Parts of railway rolling stock and of other transportation equipment / Parts of railway rolling stock / Parts of locomotives, of railway rolling stock, and of rapid transit equipment / Seats for rail cars and public conveyance, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511112,4511112,451111,"Parts of locomotives, train cars, and rapid transit cars, n.e.c.","Parts of locomotives, train cars, and rapid transit cars, n.e.c.","Parts of railway rolling stock and of other transportation equipment / Parts of railway rolling stock / Parts of locomotives, of railway rolling stock, and of rapid transit equipment / Parts of locomotives, train cars, and rapid transit cars, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511211,4511211,451121,Bicycle parts,Bicycle parts.,Parts of railway rolling stock and of other transportation equipment / Parts of other transportation equipment / Bicycle parts / Bicycle parts,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511221,4511221,451122,Snowmobile parts,Snowmobile parts.,Parts of railway rolling stock and of other transportation equipment / Parts of other transportation equipment / Snowmobile parts / Snowmobile parts,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511231,4511231,451123,Parts of military armoured vehicles,Parts of military armoured vehicles.,"Parts of railway rolling stock and of other transportation equipment / Parts of other transportation equipment / Parts of other transportation equipment, n.e.c. / Parts of military armoured vehicles",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4511232,4511232,451123,"Parts of motorcycles, golf carts and other land vehicles n.e.c.","Parts of motorcycles, golf carts, and other land vehicles n.e.c.","Parts of railway rolling stock and of other transportation equipment / Parts of other transportation equipment / Parts of other transportation equipment, n.e.c. / Parts of motorcycles, golf carts and other land vehicles n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621111,4621111,462111,"Wood panel, flush, and molded-face doors","Interior and exterior wood panel doors, flush-type, or with moulded faces.","Wood millwork, and wood products n.e.c. / Wood windows and doors / Wood doors / Wood panel, flush, and molded-face doors",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621112,4621112,462111,Other wood doors,"Interior and exterior wood doors, n.e.c.","Wood millwork, and wood products n.e.c. / Wood windows and doors / Wood doors / Other wood doors",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621121,4621121,462112,Wood window units,"Complete window units, of wood.","Wood millwork, and wood products n.e.c. / Wood windows and doors / Wood window units / Wood window units",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621131,4621131,462113,Wood sash (except sash shipped in window units),"Wood sash, except sash shipped in window units.","Wood millwork, and wood products n.e.c. / Wood windows and doors / Wood door and window frames and sash / Wood sash (except sash shipped in window units)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621132,4621132,462113,"Wood window and door frames (except window frames shipped in window units, but including door frames shipped in door units)","Wood window and door frames, except window frames shipped in window units, but including door frames shipped in door units.","Wood millwork, and wood products n.e.c. / Wood windows and doors / Wood door and window frames and sash / Wood window and door frames (except window frames shipped in window units, but including door frames shipped in door units)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621211,4621211,462121,Wood kitchen cabinets,Wood kitchen cabinets designed for permanent installation.,"Wood millwork, and wood products n.e.c. / Wood cabinets and counter tops / Wood kitchen cabinets and other cabinetwork / Wood kitchen cabinets",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621212,4621212,462121,"Wood vanities and cabinetwork, n.e.c.",Wood vanities and other wood cabinetwork designed for permanent installation.,"Wood millwork, and wood products n.e.c. / Wood cabinets and counter tops / Wood kitchen cabinets and other cabinetwork / Wood vanities and cabinetwork, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621221,4621221,462122,Wood kitchen cabinet and bathroom vanity tops (including made of plastic laminated wood),"Wood kitchen cabinet and bathroom vanity tops, including when made of plastic laminated wood.","Wood millwork, and wood products n.e.c. / Wood cabinets and counter tops / Wood kitchen cabinet and bathroom vanity tops (including made of plastic laminated wood) / Wood kitchen cabinet and bathroom vanity tops (including made of plastic laminated wood)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621311,4621311,462131,Hardwood flooring,Hardwood flooring.,"Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood flooring / Hardwood flooring",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621321,4621321,462132,Softwood flooring,Softwood flooring.,"Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Softwood flooring / Softwood flooring",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621331,4621331,462133,"Hardwood lumber, edge worked (including tongued and grooved)","Hardwood lumber, edge worked, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Hardwood lumber, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621332,4621332,462133,"Softwood lumber of spruce, pine and fir, edge worked (including tongued and grooved)","Edge worked softwood lumber of spruce, pine and fir, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Softwood lumber of spruce, pine and fir, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621333,4621333,462133,"Softwood lumber of hemlock fir, edge worked (including tongued and grooved)","Edge worked softwood lumber of hemlock fir, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Softwood lumber of hemlock fir, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621334,4621334,462133,"Softwood lumber of Douglas fir and Western larch, edge worked (including tongued and grooved)","Edge worked softwood lumber of Douglas fir and Western larch, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Softwood lumber of Douglas fir and Western larch, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621335,4621335,462133,"Softwood lumber of Western red cedar, edge worked (including tongued and grooved)","Edge worked softwood lumber of Western red cedar, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Softwood lumber of Western red cedar, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621336,4621336,462133,"Other softwood lumber, edge worked (including tongued and grooved)","Other edge worked softwood lumber, including tongued and grooved.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Other softwood lumber, edge worked (including tongued and grooved)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621337,4621337,462133,Hardwood cut stock and dimension (including hardwood furniture cut stock),"Hardwood cut stock and dimension, cut and shaped to specialized sizes, for manufacturing semi-finished and finished products; and ready-to-assemble wood products, including hardwood furniture cut stock.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Hardwood cut stock and dimension (including hardwood furniture cut stock)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621338,4621338,462133,Softwood cut stock and dimension (including softwood furniture cut stock),"Softwood cut stock and dimension, cut and shaped to specialized sizes, for manufacturing semi-finished and finished products; and ready-to-assemble wood products, including softwood furniture cut stock.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Hardwood and softwood cut stock and dimension (including furniture cut stock) / Softwood cut stock and dimension (including softwood furniture cut stock)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621341,4621341,462134,Sawn wood fence stock and wood lath,"Fence stock and lath, of wood; sawn, edge worked, cut to length and treated with long-term preservatives.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood millwork products / Sawn wood fence stock and wood lath",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621342,4621342,462134,"Wood mouldings (including mouldings covered with metal, plastics, etc.)","Mouldings consisting entirely of solid or manufactured wood, or having a wood-based core, including mouldings covered with metal, plastics, etc.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood millwork products / Wood mouldings (including mouldings covered with metal, plastics, etc.)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621343,4621343,462134,Other softwood millwork products,Other softwood millwork products.,"Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood millwork products / Other softwood millwork products",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621344,4621344,462134,Other hardwood millwork products,Other hardwood millwork products.,"Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood millwork products / Other hardwood millwork products",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621351,4621351,462135,"Other wood products of hardwood, n.e.c.","Other wood products of hardwood, n.e.c.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood products, n.e.c. / Other wood products of hardwood, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4621352,4621352,462135,"Other wood products of softwood, n.e.c.","Other wood products of softwood, n.e.c.","Wood millwork, and wood products n.e.c. / Wood products, n.e.c. / Other wood products, n.e.c. / Other wood products of softwood, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631111,4631111,463111,Paints and coatings for construction and renovation,Paints and coatings for construction and renovation.,"Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Paints and coatings for construction and renovation / Paints and coatings for construction and renovation",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631121,4631121,463112,Product finishes for original equipment manufacturers (OEM) (except marine coatings),"Product finishes for original equipment manufacturers (OEM), except marine coatings.","Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Other paints and coatings / Product finishes for original equipment manufacturers (OEM) (except marine coatings)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631122,4631122,463112,"Special-purpose coatings (including all marine coatings, industrial, construction and maintenance coatings, and traffic marking paints)","Special-purpose coatings, including all marine coatings, industrial, construction and maintenance coatings, and traffic marking paints.","Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Other paints and coatings / Special-purpose coatings (including all marine coatings, industrial, construction and maintenance coatings, and traffic marking paints)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631131,4631131,463113,"Paint removers and thinners, and glazing compounds","Paint removers and thinners, and glazing compounds.","Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Paint removers and thinners, and glazing compounds / Paint removers and thinners, and glazing compounds",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631141,4631141,463114,Non-structural caulking compounds and sealants,Non-structural caulking compounds and sealants.,"Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Caulks and sealants / Non-structural caulking compounds and sealants",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631142,4631142,463114,Structural sealants,Structural sealants.,"Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Caulks and sealants / Structural sealants",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631151,4631151,463115,Natural-base glues and adhesives,Natural-base glues and adhesives.,"Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Glues and adhesives / Natural-base glues and adhesives",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4631152,4631152,463115,"Synthetic resin and rubber adhesives, and laminating adhesives","Synthetic resin and rubber adhesives, including bonding and laminating adhesives.","Paints, coatings, and adhesive products / Paints, coatings and adhesive products / Glues and adhesives / Synthetic resin and rubber adhesives, and laminating adhesives",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641111,4641111,464111,Polyethylene plastic plumbing pipe (except flexible),"Polyethylene plastic plumbing pipe, except flexible.",Plastic and foam building and construction materials / Plastic and foam building and construction materials / Polyethylene plastic pipe and tube (except flexible) / Polyethylene plastic plumbing pipe (except flexible),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641112,4641112,464111,Polyethylene plastic pipe and tube (except flexible and plumbing use),"Polyethylene plastic pipe and tube, except flexible and plumbing use.",Plastic and foam building and construction materials / Plastic and foam building and construction materials / Polyethylene plastic pipe and tube (except flexible) / Polyethylene plastic pipe and tube (except flexible and plumbing use),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641121,4641121,464112,Other plastic plumbing pipe (except flexible and polyethylene),"Other plastic plumbing pipe, except flexible and polyethylene.",Plastic and foam building and construction materials / Plastic and foam building and construction materials / Plastic pipe and tube (except flexible and polyethylene) / Other plastic plumbing pipe (except flexible and polyethylene),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641122,4641122,464112,"Other plastic pipe and tube (except flexible, polyethylene and plumbing use)","Other plastic pipe and tube, except flexible, polyethylene and plumbing use.","Plastic and foam building and construction materials / Plastic and foam building and construction materials / Plastic pipe and tube (except flexible and polyethylene) / Other plastic pipe and tube (except flexible, polyethylene and plumbing use)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641131,4641131,464113,Plastic pipe fittings and unions,Plastic pipe fittings and unions.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Plastic pipe fittings and unions / Plastic pipe fittings and unions,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641141,4641141,464114,Plastic plumbing fixtures,Plastic plumbing fixtures.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Plastic plumbing fixtures / Plastic plumbing fixtures,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641151,4641151,464115,Resilient floor coverings,Resilient floor coverings.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Resilient floor coverings / Resilient floor coverings,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641161,4641161,464116,Polystyrene foam products for building and construction,Polystyrene foam products for building and construction.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Polystyrene foam products for building and construction / Polystyrene foam products for building and construction,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641171,4641171,464117,Polyurethane foam products for building and construction,Polyurethane foam products for building and construction.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Polyurethane foam products for building and construction / Polyurethane foam products for building and construction,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641181,4641181,464118,Other foam products for building and construction,Other foam products for building and construction.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Other foam products for building and construction / Other foam products for building and construction,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641191,4641191,464119,Plastic windows and doors,Plastic windows and doors.,Plastic and foam building and construction materials / Plastic and foam building and construction materials / Other plastic products for building and construction / Plastic windows and doors,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4641192,4641192,464119,"Plastic products for building and construction, n.e.c.","Plastic products for building and construction, n.e.c.","Plastic and foam building and construction materials / Plastic and foam building and construction materials / Other plastic products for building and construction / Plastic products for building and construction, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651111,4651111,465111,Portland cement,Portland cement.,"Cement, lime and gypsum products / Cement / Cement / Portland cement",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651112,4651112,465111,Masonry cement,Masonry cement.,"Cement, lime and gypsum products / Cement / Cement / Masonry cement",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651113,4651113,465111,Aluminous cement,Aluminous cement.,"Cement, lime and gypsum products / Cement / Cement / Aluminous cement",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651114,4651114,465111,Oilwell cement,Oilwell cement.,"Cement, lime and gypsum products / Cement / Cement / Oilwell cement",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651115,4651115,465111,Interground blended hydraulic cements,Interground blended hydraulic cements.,"Cement, lime and gypsum products / Cement / Cement / Interground blended hydraulic cements",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651116,4651116,465111,Cement clinkers,Cement clinkers.,"Cement, lime and gypsum products / Cement / Cement / Cement clinkers",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651117,4651117,465111,"Other cements, n.e.c.","Other cements, n.e.c.","Cement, lime and gypsum products / Cement / Cement / Other cements, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651211,4651211,465121,Ready-mixed concrete,Ready-mixed concrete.,"Cement, lime and gypsum products / Ready-mixed concrete / Ready-mixed concrete / Ready-mixed concrete",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651311,4651311,465131,Lime,Lime.,"Cement, lime and gypsum products / Lime and gypsum products / Lime / Lime",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_4651321,4651321,465132,Gypsum building materials and other gypsum products,Gypsum building materials and other gypsum products.,"Cement, lime and gypsum products / Lime and gypsum products / Gypsum building materials and other gypsum products / Gypsum building materials and other gypsum products",ExternalProductDetail,BaseComparableOffer
