node_id,source_code,parent_code,label,definition,path_string,comparator_class_type,default_offer_template
CA_NAPCS_2022_1821351,1821351,182135,Oilseed cake and meal,Oilseed cake and meal.,"Intermediate food products / Grain and oilseed products, n.e.c. / Oilseed cake and meal / Oilseed cake and meal",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821361,1821361,182136,"Starch, in bulk","Starch, in bulk.","Intermediate food products / Grain and oilseed products, n.e.c. / Starch / Starch, in bulk",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821362,1821362,182136,"Starch, in consumer packages","Starch, in consumer packages.","Intermediate food products / Grain and oilseed products, n.e.c. / Starch / Starch, in consumer packages",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821371,1821371,182137,Malt,Malt.,"Intermediate food products / Grain and oilseed products, n.e.c. / Malt, and vegetable by-products n.e.c. / Malt",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821372,1821372,182137,"Vegetable by-products, n.e.c.","Vegetable by-products, n.e.c.","Intermediate food products / Grain and oilseed products, n.e.c. / Malt, and vegetable by-products n.e.c. / Vegetable by-products, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821411,1821411,182141,Raw sugar,"Raw sugar extracted from sugar cane or sugar beets. Raw sugar may be partly refined, but is unfit for human consumption.",Intermediate food products / Sugar and sugar mill by-products / Raw sugar and sugar mill by-products / Raw sugar,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821412,1821412,182141,Molasses,Molasses.,Intermediate food products / Sugar and sugar mill by-products / Raw sugar and sugar mill by-products / Molasses,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821413,1821413,182141,Sugar mill by-products,"Sugar mill by-products, other than molasses.",Intermediate food products / Sugar and sugar mill by-products / Raw sugar and sugar mill by-products / Sugar mill by-products,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821421,1821421,182142,"Refined sugar, in bulk (except maple sugar)","Refined sugar, in bulk, except maple sugar.","Intermediate food products / Sugar and sugar mill by-products / Refined sugar (except maple sugar) / Refined sugar, in bulk (except maple sugar)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1821422,1821422,182142,"Refined sugar, in consumer packages (except maple sugar)","Refined sugar, in consumer packages, except maple sugar.","Intermediate food products / Sugar and sugar mill by-products / Refined sugar (except maple sugar) / Refined sugar, in consumer packages (except maple sugar)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831111,1831111,183111,Breakfast cereal and other cereal products,Breakfast cereal and other cereal products.,Other food products / Breakfast cereal and other cereal products / Breakfast cereal and other cereal products / Breakfast cereal and other cereal products,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831211,1831211,183121,"Flour mixes, and refrigerated and frozen doughs, batters and breading","Flour mixes, and refrigerated and frozen doughs, batters and breading.","Other food products / Flour mixes, dough and dry pasta / Flour mixes, and refrigerated and frozen doughs, batters and breading / Flour mixes, and refrigerated and frozen doughs, batters and breading",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831221,1831221,183122,Dry pasta,Dry pasta.,"Other food products / Flour mixes, dough and dry pasta / Dry pasta / Dry pasta",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831311,1831311,183131,Bread and rolls,Fresh and frozen bread and bread rolls.,"Other food products / Bread, rolls and flatbreads / Bread, rolls and flatbreads / Bread and rolls",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831312,1831312,183131,Flatbreads,Fresh and frozen flatbreads.,"Other food products / Bread, rolls and flatbreads / Bread, rolls and flatbreads / Flatbreads",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831411,1831411,183141,"Cookies, wafers and ice cream cones","Cookies, wafers and ice cream cones.","Other food products / Cookies, crackers and baked sweet goods / Cookies and crackers / Cookies, wafers and ice cream cones",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831412,1831412,183141,Crackers and similar products,Crackers and similar unsweetened dry products made from flour.,"Other food products / Cookies, crackers and baked sweet goods / Cookies and crackers / Crackers and similar products",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831421,1831421,183142,Fresh baked desserts and doughnuts,Fresh baked desserts and fresh doughnuts.,"Other food products / Cookies, crackers and baked sweet goods / Fresh baked desserts and doughnuts / Fresh baked desserts and doughnuts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1831431,1831431,183143,Frozen baked desserts and doughnuts,Frozen baked desserts and frozen doughnuts.,"Other food products / Cookies, crackers and baked sweet goods / Frozen baked desserts and doughnuts / Frozen baked desserts and doughnuts",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1832111,1832111,183211,"Drinking and baking chocolate and cocoa, in consumer packages","Drinking and baking chocolate and cocoa, in consumer packages.","Other food products / Chocolate (except confectionery) / Chocolate (except confectionery) / Drinking and baking chocolate and cocoa, in consumer packages",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1832112,1832112,183211,"Chocolate and cocoa products, n.e.c.","Chocolate and cocoa products, n.e.c.","Other food products / Chocolate (except confectionery) / Chocolate (except confectionery) / Chocolate and cocoa products, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1832211,1832211,183221,Chocolate and chocolate-type confectionery products,Chocolate and chocolate-type confectionery products.,Other food products / Confectionery products / Chocolate and chocolate-type confectionery products / Chocolate and chocolate-type confectionery products,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1832221,1832221,183222,Non-chocolate confectionery products,Non-chocolate confectionery products.,Other food products / Confectionery products / Non-chocolate confectionery products / Non-chocolate confectionery products,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1832231,1832231,183223,Chewing gum and bubble gum,Chewing gum and bubble gum.,Other food products / Confectionery products / Chewing gum and bubble gum / Chewing gum and bubble gum,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1833111,1833111,183311,Potato chips,Potato chips.,Other food products / Snack food products / Potato chips / Potato chips,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1833121,1833121,183312,Processed nuts and seeds,"Nuts and seeds that have been processed by salting, roasting, cooking or blanching.",Other food products / Snack food products / Nuts and other snack foods (except potato chips) / Processed nuts and seeds,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1833122,1833122,183312,Corn-based snacks,Corn-based snacks.,Other food products / Snack food products / Nuts and other snack foods (except potato chips) / Corn-based snacks,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1833123,1833123,183312,Snack foods n.e.c.,Snack foods n.e.c.,Other food products / Snack food products / Nuts and other snack foods (except potato chips) / Snack foods n.e.c.,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834111,1834111,183411,Liquid beverage bases (except for soft drinks),"Liquid beverage bases, except for soft drinks.",Other food products / Flavouring syrups and extracts / Liquid beverage bases and soft drink flavouring syrups / Liquid beverage bases (except for soft drinks),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834112,1834112,183411,Soft drink flavouring syrups and mixes,Soft drink flavouring syrups and mixes.,Other food products / Flavouring syrups and extracts / Liquid beverage bases and soft drink flavouring syrups / Soft drink flavouring syrups and mixes,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834121,1834121,183412,Flavouring syrups and extracts (except for beverages),"Flavouring syrups, extracts and essences, and powders made from them, except for beverages.",Other food products / Flavouring syrups and extracts / Flavouring syrups and extracts (except for beverages) / Flavouring syrups and extracts (except for beverages),ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834211,1834211,183421,Vinegar,"Vinegar, and vinegar substitutes.","Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Vinegar, mayonnaise, dressings, non-tomato sauces, and spreads / Vinegar",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834212,1834212,183421,"Mayonnaise, salad dressings, and other sandwich spreads (except spreads of dairy, margarine or blended fats)","Mayonnaise, salad dressings, and other sandwich spreads, except spreads of dairy, margarine or blended fats.","Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Vinegar, mayonnaise, dressings, non-tomato sauces, and spreads / Mayonnaise, salad dressings, and other sandwich spreads (except spreads of dairy, margarine or blended fats)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834213,1834213,183421,Condiments n.e.c.,Condiments n.e.c.,"Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Vinegar, mayonnaise, dressings, non-tomato sauces, and spreads / Condiments n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834221,1834221,183422,"Table salt, pepper, and other dry spices, not prepared for retail sale","Table salt, pepper, and other dry spices and herbs, not prepared for retail sale.","Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Table salt, spices and sauce mixes / Table salt, pepper, and other dry spices, not prepared for retail sale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834222,1834222,183422,"Table salt, pepper, and other dry spices, prepared for retail sale","Table salt, pepper, and other dry spices and herbs, prepared for retail sale.","Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Table salt, spices and sauce mixes / Table salt, pepper, and other dry spices, prepared for retail sale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1834223,1834223,183422,"Dried sauce, gravy, dip, and frosting mixes","Dried sauce, gravy, dip, and frosting mixes.","Other food products / Vinegar, mayonnaise, non-tomato sauces, salt, spices and sauce mixes / Table salt, spices and sauce mixes / Dried sauce, gravy, dip, and frosting mixes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835111,1835111,183511,Ketchup and other canned tomato based sauces and pastes,Ketchup and other canned tomato based sauces and pastes.,"Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Ketchup, canned tomato based sauces and pastes, pickles and other pickled products / Ketchup and other canned tomato based sauces and pastes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835112,1835112,183511,Pickled vegetables and fruit,"Vegetables and fruit pickled in vinegar or acetic acid, or provisionally preserved in brine, sulphur or other preservative solutions.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Ketchup, canned tomato based sauces and pastes, pickles and other pickled products / Pickled vegetables and fruit",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835121,1835121,183512,"Preserved jams, jellies and purees","Preserved jams, jellies and purees in sealed cans or other airtight containers.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned preserves, infant foods, and specialty foods / Preserved jams, jellies and purees",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835122,1835122,183512,Preserved infant foods,Preserved infant foods in sealed cans or other airtight containers.,"Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned preserves, infant foods, and specialty foods / Preserved infant foods",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835123,1835123,183512,"Canned foods, n.e.c.","Preserved foods in sealed cans or other airtight containers, n.e.c.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned preserves, infant foods, and specialty foods / Canned foods, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835124,1835124,183512,"Peanut butter, and other nut butters and pastes","Peanut butter, and other nut butters and pastes.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned preserves, infant foods, and specialty foods / Peanut butter, and other nut butters and pastes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835131,1835131,183513,Canned soups and stews (except seafood),"Preserved soups and stews in sealed cans or other airtight containers, except seafood.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned soups and stews (except seafood) / Canned soups and stews (except seafood)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835141,1835141,183514,Canned vegetables and mushrooms (except infant foods),"Preserved vegetables and mushrooms in sealed cans or other airtight containers, except infant foods.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned vegetables and mushrooms (except infant foods) / Canned vegetables and mushrooms (except infant foods)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835151,1835151,183515,Canned fruit (except infant foods),"Preserved fruit in sealed cans or other airtight containers, except infant foods.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Canned fruit (except infant foods) / Canned fruit (except infant foods)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835161,1835161,183516,"Dried fruit, vegetables, soup mixes, and bouillon, not prepared for retail sale","Dried fruit, vegetables, soup mixes, and bouillon, not prepared for retail sale.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Dried fruit, vegetables, soup mixes, and bouillon / Dried fruit, vegetables, soup mixes, and bouillon, not prepared for retail sale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835162,1835162,183516,"Dried fruit, vegetables, soup mixes, and bouillon, prepared for retail sale","Dried fruit, vegetables, soup mixes, and bouillon, prepared for retail sale.","Other food products / Ketchup, canned tomato sauces, and preserved fruit and vegetables / Dried fruit, vegetables, soup mixes, and bouillon / Dried fruit, vegetables, soup mixes, and bouillon, prepared for retail sale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835211,1835211,183521,Frozen vegetables,"Frozen vegetables, whether cooked or not. May be frozen in butter or sauce.","Other food products / Frozen foods, n.e.c. / Frozen vegetables / Frozen vegetables",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835221,1835221,183522,Frozen fruit,Frozen fruit.,"Other food products / Frozen foods, n.e.c. / Frozen fruit / Frozen fruit",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1835231,1835231,183523,"Frozen dinners and frozen foods, n.e.c.","Frozen dinners and frozen foods, n.e.c.","Other food products / Frozen foods, n.e.c. / Frozen dinners and frozen foods, n.e.c. / Frozen dinners and frozen foods, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836121,1836121,183612,Perishable prepared food,"Perishable prepared food such as cut fresh vegetables and fruit, and fresh ready to eat meals.","Other food products / Other food products, n.e.c. / Perishable prepared food / Perishable prepared food",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836131,1836131,183613,Liquid sweeteners and syrups (except corn sweeteners and molasses),"Liquid sweeteners and syrups, except corn sweeteners and molasses.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Liquid sweeteners and syrups (except corn sweeteners and molasses)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836132,1836132,183613,Dry food mixtures and kits,Dry food mixtures and kits.,"Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Dry food mixtures and kits",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836133,1836133,183613,"Drink powders, n.e.c.","Drink powders, n.e.c.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Drink powders, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836134,1836134,183613,Desserts and dessert preparations (except dairy and baked goods),"Desserts and dessert preparations, except dairy and baked goods.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Desserts and dessert preparations (except dairy and baked goods)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836135,1836135,183613,"Baking powder and yeast, in bulk","Baking powder and yeast, in bulk.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Baking powder and yeast, in bulk",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836136,1836136,183613,"Baking powder and yeast, in consumer packages","Baking powder and yeast, in consumer packages.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Baking powder and yeast, in consumer packages",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836137,1836137,183613,"Dried, frozen, or liquid eggs and substitutes","Dried, frozen, or liquid eggs and substitutes.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Dried, frozen, or liquid eggs and substitutes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1836138,1836138,183613,"Processed and prepared food products, n.e.c.","Processed and prepared food products, n.e.c.","Other food products / Other food products, n.e.c. / Other miscellaneous food products, n.e.c. / Processed and prepared food products, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1911111,1911111,191111,"Coffee, prepared for retail sale (except concentrates)","Roasted whole coffee bean and ground coffee, prepared for retail sale, except concentrates.","Coffee and tea / Coffee and tea / Coffee, prepared for retail sale (except concentrates) / Coffee, prepared for retail sale (except concentrates)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1911121,1911121,191112,"Concentrated coffee, extracts, and substitutes","Concentrated coffee, extracts, and substitutes.","Coffee and tea / Coffee and tea / Concentrated coffee, extracts, and substitutes / Concentrated coffee, extracts, and substitutes",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1911131,1911131,191113,"Tea, prepared for retail sale","Tea, prepared for retail sale.","Coffee and tea / Coffee and tea / Tea, prepared for retail sale / Tea, prepared for retail sale",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1921111,1921111,192111,Frozen fruit juices,Frozen fruit juices.,"Frozen, fresh and canned fruit and vegetable juices / Frozen, fresh and canned fruit and vegetable juices / Frozen fruit juices / Frozen fruit juices",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1921121,1921121,192112,Fresh fruit juices,Fresh fruit juices.,"Frozen, fresh and canned fruit and vegetable juices / Frozen, fresh and canned fruit and vegetable juices / Fresh and canned fruit juices / Fresh fruit juices",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1921122,1921122,192112,Canned fruit juices,Canned fruit juices.,"Frozen, fresh and canned fruit and vegetable juices / Frozen, fresh and canned fruit and vegetable juices / Fresh and canned fruit juices / Canned fruit juices",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1921131,1921131,192113,Fresh and canned vegetable juices,Fresh and canned vegetable juices.,"Frozen, fresh and canned fruit and vegetable juices / Frozen, fresh and canned fruit and vegetable juices / Fresh and canned vegetable juices / Fresh and canned vegetable juices",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931111,1931111,193111,Bottled carbonated soft drinks,Bottled carbonated soft drinks.,"Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated drinks (except low alcohol fermented drinks) and bottled water / Bottled carbonated soft drinks",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931112,1931112,193111,Canned carbonated soft drinks,Canned carbonated soft drinks.,"Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated drinks (except low alcohol fermented drinks) and bottled water / Canned carbonated soft drinks",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931113,1931113,193111,Carbonated bottled water,Carbonated bottled water.,"Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated drinks (except low alcohol fermented drinks) and bottled water / Carbonated bottled water",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931121,1931121,193112,Non-carbonated bottled water,Non-carbonated bottled water.,"Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Non-carbonated bottled water and drinks (except milk, juice and low alcohol fermented drinks), and ice / Non-carbonated bottled water",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931122,1931122,193112,"Non-carbonated drinks (except milk, juice and low alcohol fermented drinks)","Non-carbonated drinks, except milk, juice and low alcohol fermented drinks.","Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Non-carbonated bottled water and drinks (except milk, juice and low alcohol fermented drinks), and ice / Non-carbonated drinks (except milk, juice and low alcohol fermented drinks)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931123,1931123,193112,Ice,Ice.,"Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Non-carbonated bottled water and drinks (except milk, juice and low alcohol fermented drinks), and ice / Ice",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_1931131,1931131,193113,"Low alcohol beers, wines, ciders and other fermented drinks","Low alcohol beers, wines, ciders and other fermented drinks containing less than 1.1% of alcohol by volume.","Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice / Low alcohol beers, wines, ciders and other fermented drinks / Low alcohol beers, wines, ciders and other fermented drinks",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111111,2111111,211111,Beer in cans,Beer in cans.,Alcoholic beverages / Beer / Beer / Beer in cans,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111112,2111112,211111,Beer in bottles,Beer in bottles.,Alcoholic beverages / Beer / Beer / Beer in bottles,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111113,2111113,211111,Beer in barrels and kegs,Beer in barrels and kegs.,Alcoholic beverages / Beer / Beer / Beer in barrels and kegs,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111114,2111114,211111,"Malt beverages, n.e.c.","Malt beverages, n.e.c.","Alcoholic beverages / Beer / Beer / Malt beverages, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111211,2111211,211121,Wine,Wine.,Alcoholic beverages / Wine and brandy / Wine / Wine,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111221,2111221,211122,Brandy and cider,"Brandy, cognac and cider.",Alcoholic beverages / Wine and brandy / Brandy and cider / Brandy and cider,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111311,2111311,211131,Whisky,Whisky.,Alcoholic beverages / Distilled liquor / Whisky / Whisky,ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2111321,2111321,211132,"Distilled liquor (except whisky, brandy and cider)","Distilled liquor, except whisky, brandy and cider.","Alcoholic beverages / Distilled liquor / Distilled liquor (except whisky, brandy and cider) / Distilled liquor (except whisky, brandy and cider)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121111,2121111,212111,Cigarettes (except e-cigarettes),"Small cylinders of finely cut tobacco leaves rolled in thin paper, often fitted with a filter, for smoking. The cigarette is ignited at one end causing it to smoulder and allowing smoke to be inhaled from the other end, which is held in the mouth; in some cases a cigarette holder may be used as well.","Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigarettes (except e-cigarettes) / Cigarettes (except e-cigarettes)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121121,2121121,212112,Cigars,Cigars.,"Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigars, chewing and smoking tobacco / Cigars",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121122,2121122,212112,Fine cut smoking tobacco,Fine cut smoking tobacco.,"Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigars, chewing and smoking tobacco / Fine cut smoking tobacco",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121123,2121123,212112,Pipe smoking tobacco,Pipe smoking tobacco.,"Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigars, chewing and smoking tobacco / Pipe smoking tobacco",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121124,2121124,212112,Chewing tobacco,Chewing tobacco.,"Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigars, chewing and smoking tobacco / Chewing tobacco",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121125,2121125,212112,"Other cigars, chewing and smoking tobacco, n.e.c.","Other cigars, and chewing and smoking tobacco, n.e.c.","Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Cigars, chewing and smoking tobacco / Other cigars, chewing and smoking tobacco, n.e.c.",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121131,2121131,212113,Electronic cigarettes (except containing cannabis),"Cigarette-shaped disposable and rechargeable electrical devices having a cartridge with an atomizer, and/or a clearomizer or cartomizer, containing a nicotine or non-nicotine-based e-liquid (except cannabinoids) that is vaporized and inhaled, used to simulate the experience of smoking tobacco. Rechargeable e-cigarettes included here are assembled or fully mounted and ready for retail sale. All non cigarette-shaped electronic e-liquid delivery systems and their components (except containing cannabinoids), sold in kits or separately are also included.","Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Electronic cigarettes and e-liquids (except containing cannabis) / Electronic cigarettes (except containing cannabis)",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121132,2121132,212113,E-liquids with nicotine,"Liquid used in electronic cigarettes consisting mostly of mix of propylene glycol, vegetable glycerin, nicotine and flavour.","Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Electronic cigarettes and e-liquids (except containing cannabis) / E-liquids with nicotine",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121133,2121133,212113,E-liquids without nicotine or cannabis,"Liquid used in electronic cigarettes consisting mostly of mix of propylene glycol, vegetable glycerin, and flavour, except containing nicotine or cannabis.","Tobacco products (including electronic cigarettes) / Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco / Electronic cigarettes and e-liquids (except containing cannabis) / E-liquids without nicotine or cannabis",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2121211,2121211,212121,"Stemmed, redried or reconstituted tobacco","Stemmed, redried or reconstituted tobacco.","Tobacco products (including electronic cigarettes) / Stemmed, redried or reconstituted tobacco / Stemmed, redried or reconstituted tobacco / Stemmed, redried or reconstituted tobacco",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2131111,2131111,213111,"Cannabis seeds, in bulk","Cannabis viable seeds mainly used for planting or growing, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, in bulk, not prepared or packaged for retail sale.","Cannabis products / Cannabis seeds and vegetative plants / Cannabis seeds / Cannabis seeds, in bulk",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2131112,2131112,213111,"Cannabis seeds, prepared for retail sale, for non-medical use","Cannabis viable seeds mainly used for planting or growing, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, prepared for retail sale, for non-medical use.","Cannabis products / Cannabis seeds and vegetative plants / Cannabis seeds / Cannabis seeds, prepared for retail sale, for non-medical use",ExternalProductDetail,BaseComparableOffer
CA_NAPCS_2022_2131113,2131113,213111,"Cannabis seeds, prepared for retail sale, for medical use","Cannabis viable seeds mainly used for planting or sowing, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, prepared for retail sale, for medical use. To obtain cannabis for medical use, a patient or client generally needs to register with a governmental authority and a holder of a licence for sale of cannabis for medical purposes, and get an authorization (medical document and written order) from an authorized health care practitioner.","Cannabis products / Cannabis seeds and vegetative plants / Cannabis seeds / Cannabis seeds, prepared for retail sale, for medical use",ExternalProductDetail,BaseComparableOffer
